,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
1620,The Color Purple,154,"['Danny Glover', 'Whoopi Goldberg', 'Oprah Winfrey']",['Steven Spielberg'],"Mentryville, California, USA",Moon Song,11,"['contentRating: PG-13', 'actor: [', '{', '@type: Person', 'url: /name/nm0000418/', 'name: Danny Glover', '}', '{', '@type: Person', 'url: /name/nm0000155/', 'name: Whoopi Goldberg', '}', '{', '@type: Person', 'url: /name/nm0001856/', 'name: Oprah Winfrey', '}', '{', '@type: Person', 'url: /name/nm0001923/', 'name: Margaret Avery', '}']","$15,000,000
            ","$98,467,863","$98,467,863",PG-13,7 February 1986 (USA)
1621,The Color Purple - IMDb</title>,Not found,Not found,['Blitz Bazawule'],Not found,Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,Not found
1622,Contact,150,"['Jodie Foster', 'Matthew McConaughey', 'Tom Skerritt']",['Robert Zemeckis'],"Mojave Desert, Arizona, USA",Contact,1,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']","$90,000,000
            ","$100,920,329","$171,120,329",PG,11 July 1997 (USA)
1623,Contact,90,"['Brit Elders', 'Lee Elders', 'Billy Meier']",['Larry Savadove'],Not found,Contact from Pleiades,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1987225/', 'name: Brit Elders', '}', '{', '@type: Person', 'url: /name/nm1986195/', 'name: Lee Elders', '}', '{', '@type: Person', 'url: /name/nm3121561/', 'name: Billy Meier', '}', '{', '@type: Person', 'url: /name/nm0828844/', 'name: Wendelle Stevens', '}']",Not found,Not found,Not found,,1987 (USA)
1624,Contact,120,"['Sean Martin Hingston', 'Scott Taylor', 'Joanne Manning']",Not found,"Vivian Beaumont Theatre, Lincoln Center for the Performing Arts - Columbus Avenue &amp; 61st Street, Manhattan, New York City, New York, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0385767/', 'name: Sean Martin Hingston', '}', '{', '@type: Person', 'url: /name/nm0853147/', 'name: Scott Taylor', '}', '{', '@type: Person', 'url: /name/nm1414399/', 'name: Joanne Manning', '}', '{', '@type: Person', 'url: /name/nm0195071/', 'name: Charlotte d\\u0027Amboise', '}']",Not found,Not found,Not found,,1 September 2002 (USA)
1625,Contact,Not found,['Patrick Macnee'],"['Doug Mckenzie', 'Nikki Stockley']",Not found,Not found,0,"['Sci-Fi', 'Documentary']",Not found,Not found,Not found,,1998 (UK)
1626,Contact,79,"['Grant Judson', 'Thelma Judson', 'Yuwali Nixon']","['Martin Butler', 'Bentley Dean']",Not found,Not found,0,"['Documentary', 'History']",Not found,Not found,Not found,,17 September 2009 (Australia)
1627,Contact,172,"['Komandant Adam', 'Nikola Andjelic', 'Szilard Antal']",['Mihajlo Obrenov'],"Vojvodina, Serbia",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm9250560/', 'name: Komandant Adam', '}', '{', '@type: Person', 'url: /name/nm9250511/', 'name: Nikola Andjelic', '}', '{', '@type: Person', 'url: /name/nm5619152/', 'name: Szilard Antal', '}', '{', '@type: Person', 'url: /name/nm9250546/', 'name: Gordan Aradski', '}']","EUR2,000
            ",Not found,Not found,,17 July 2017 (Serbia)
1628,Contact - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm10006998/', 'name: Taj Khan', '}', 'director: {', '@type: Person', 'url: /name/nm1084898/', 'name: Chris Barfoot', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm1084898/', 'name: Chris Barfoot', '}', '{', '@type: Organization', 'url: /company/co0695170/', '}']",Not found,Not found,Not found,,Not found
1629,King David,114,"['Richard Gere', 'Edward Woodward', 'Alice Krige']",['Bruce Beresford'],"Abruzzo, Italy",King David,0,"['Adventure', 'Biography', 'Drama', 'History', 'War']",Not found,"$5,111,099","$5,111,099",PG-13,29 March 1985 (USA)
1630,King David,50,Not found,['Celia Lowenstein'],Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm0523149/', 'name: Celia Lowenstein', '}', 'creator: [', '{', '@type: Organization', 'url: /company/co0078401/', '}', '{', '@type: Organization', 'url: /company/co0063732/', '}', '{', '@type: Organization', 'url: /company/co0103532/', '}', '{', '@type: Organization', 'url: /company/co0004669/', '}', '{', '@type: Organization', 'url: /company/co0028284/', '}', '{', '@type: Organization', 'url: /company/co0047978/', '}']",Not found,Not found,Not found,,Not found
1631,King David,60,Not found,Not found,Not found,Not found,0,"['creator: [', '{', '@type: Person', 'url: /name/nm1286027/', 'name: David Gerken', '}', '{', '@type: Organization', 'url: /company/co0242101/', '}']",Not found,Not found,Not found,,Not found
1632,King David - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['creator: [', '{', '@type: Person', 'url: /name/nm1680306/', 'name: Nick Schoenfeld', '}', '{', '@type: Person', 'url: /name/nm6877284/', 'name: David Wolpe', '}', '{', '@type: Organization', 'url: /company/co0391448/', '}', '{', '@type: Organization', 'url: /company/co0002663/', '}']",Not found,Not found,Not found,,Not found
1633,King David,88,Not found,['Orlando Corradi'],Not found,Not found,0,"['contentRating: G', 'director: {', '@type: Person', 'url: /name/nm0180664/', 'name: Orlando Corradi', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm0768687/', 'name: Luciano Scaffa', '}', '{', '@type: Organization', 'url: /company/co0084109/', '}']",Not found,Not found,Not found,G,1997 (Italy)
1634,Kiss of the Spider Woman,120,"['William Hurt', 'Raul Julia', 'Sônia Braga']",['Hector Babenco'],"Julio Prestes Train Station, São Paulo, Brazil",Kiss of the Spider Woman,0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm0000458/', 'name: William Hurt', '}', '{', '@type: Person', 'url: /name/nm0000471/', 'name: Raul Julia', '}', '{', '@type: Person', 'url: /name/nm0000968/', 'name: Sônia Braga', '}', '{', '@type: Person', 'url: /name/nm0506784/', 'name: José Lewgoy', '}']",Not found,"$17,005,229","$17,009,654",R,26 July 1985 (USA)
1635,Shadowlands,92,"['Joss Ackland', 'Claire Bloom', 'David Waller']",['Norman Stone'],Not found,C.S. Lewis Through the Shadowlands,0,"['Biography', 'Drama', 'Romance']",Not found,Not found,Not found,,29 October 1986 (USA)
1636,Shadowlands,131,"['Anthony Hopkins', 'Debra Winger', 'Julian Fellowes']",['Richard Attenborough'],"Randolph Hotel, Beaumont Street, Oxford, Oxfordshire, England, UK",Shadowlands,2,"['Biography', 'Drama', 'Romance']","$22,000,000
            ","$25,842,377","$25,842,377",PG,14 January 1994 (USA)
1637,Shadowlands,Not found,Not found,Not found,Not found,Not found,0,Not found,Not found,Not found,Not found,,Not found
1638,Shadowlands - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm7097891/', 'name: Bruce Lawley', '}', 'creator: {', '@type: Person', 'url: /name/nm7097891/', 'name: Bruce Lawley', '}']",Not found,Not found,Not found,,Not found
1639,Shadowlands,46,"['Jess Adams', 'Bridget Brookman', 'Jonathan Dane']",['Beth Dewey'],Not found,Shadowlands,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3967921/', 'name: Jess Adams', '}', '{', '@type: Person', 'url: /name/nm0111829/', 'name: Bridget Brookman', '}', '{', '@type: Person', 'url: /name/nm2018790/', 'name: Jonathan Dane', '}', '{', '@type: Person', 'url: /name/nm3978959/', 'name: Justin Jones', '}']",Not found,Not found,Not found,,28 August 2020 (USA)
1640,The Trip to Bountiful,108,"['Geraldine Page', 'John Heard', 'Carlin Glynn']",['Peter Masterson'],"Fort Worth, Texas, USA",The Trip to Bountiful,0,"['contentRating: PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0656183/', 'name: Geraldine Page', '}', '{', '@type: Person', 'url: /name/nm0001334/', 'name: John Heard', '}', '{', '@type: Person', 'url: /name/nm0323344/', 'name: Carlin Glynn', '}', '{', '@type: Person', 'url: /name/nm0103071/', 'name: Richard Bradford', '}']",Not found,"$7,491,903","$7,491,903",PG,24 January 1986 (USA)
1641,The Trip to Bountiful,60,"['Lillian Gish', 'Eileen Heckart', 'Dennis Cross']",['Vincent J. Donehue'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0001273/', 'name: Lillian Gish', '}', '{', '@type: Person', 'url: /name/nm0373012/', 'name: Eileen Heckart', '}', '{', '@type: Person', 'url: /name/nm0189149/', 'name: Dennis Cross', '}', '{', '@type: Person', 'url: /name/nm0362835/', 'name: Will Hare', '}']",Not found,Not found,Not found,,1 March 1953 (USA)
1642,The Trip to Bountiful,102,"['Cicely Tyson', 'Vanessa Williams', 'Blair Underwood']",['Michael Wilson'],"Atlanta, Georgia, USA",Bountiful'a Yolculuk,2,"['contentRating: TV-PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0001807/', 'name: Cicely Tyson', '}', '{', '@type: Person', 'url: /name/nm0001853/', 'name: Vanessa Williams', '}', '{', '@type: Person', 'url: /name/nm0005516/', 'name: Blair Underwood', '}', '{', '@type: Person', 'url: /name/nm1551130/', 'name: Keke Palmer', '}']",Not found,Not found,Not found,TV-PG,8 March 2014 (USA)
1643,"'night, Mother",96,"['Sissy Spacek', 'Anne Bancroft', 'Ed Berke']",['Tom Moore'],"Universal Studios - 100 Universal City Plaza, Universal City, California, USA","'night, Mother",1,"['contentRating: PG-13', 'actor: [', '{', '@type: Person', 'url: /name/nm0000651/', 'name: Sissy Spacek', '}', '{', '@type: Person', 'url: /name/nm0000843/', 'name: Anne Bancroft', '}', '{', '@type: Person', 'url: /name/nm0075303/', 'name: Ed Berke', '}', '{', '@type: Person', 'url: /name/nm0730306/', 'name: Carol Robbins', '}']",Not found,"$441,863","$441,863",PG-13,29 January 1987 (Australia)
1644,Brighton Beach Memoirs,108,"['Blythe Danner', 'Jonathan Silverman', 'Stacey Glick']",['Gene Saks'],"14th Regiment Armory, 1402 8th Ave., Brooklyn, New York",Neil Simon's Brighton Beach Memoirs,0,"['contentRating: PG-13', 'actor: [', '{', '@type: Person', 'url: /name/nm0001100/', 'name: Blythe Danner', '}', '{', '@type: Person', 'url: /name/nm0001738/', 'name: Jonathan Silverman', '}', '{', '@type: Person', 'url: /name/nm0322778/', 'name: Stacey Glick', '}', '{', '@type: Person', 'url: /name/nm0910610/', 'name: Lisa Waltz', '}']","$18,000,000
            ","$11,957,943","$11,957,943",PG-13,25 December 1986 (USA)
1645,Children of a Lesser God,119,"['William Hurt', 'Marlee Matlin', 'Piper Laurie']",['Randa Haines'],"Beaver Harbour, New Brunswick, Canada",Children of a Lesser God,0,"['Drama', 'Romance']","$10,500,000
            ","$31,853,080","$31,853,080",R,31 October 1986 (USA)
1646,Rose,Not found,"['Tania Balachova', 'Sylvia Bataille', 'Henri Guisol']",['Raymond Rouleau'],Not found,Erotiikkaa Rivieralla,0,Not found,Not found,Not found,Not found,,21 April 1940 (Finland)
1647,Rose,Not found,"['Bruce McFee', 'Babak Haleky', 'Lara Amersey']",['Asghar Massombagi'],Canada,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0568846/', 'name: Bruce McFee', '}', '{', '@type: Person', 'url: /name/nm1682363/', 'name: Babak Haleky', '}', '{', '@type: Person', 'url: /name/nm1767671/', 'name: Lara Amersey', '}', '{', '@type: Person', 'url: /name/nm0115444/', 'name: Christy Bruce', '}']",Not found,Not found,Not found,,February 2005 (Canada)
1648,Rose,93,"['Corinna Harfouch', 'Jürgen Tonkel', 'Volker Bruch']",['Alain Gsponer'],"Munich, Bavaria, Germany",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0362896/', 'name: Corinna Harfouch', '}', '{', '@type: Person', 'url: /name/nm0867341/', 'name: Jürgen Tonkel', '}', '{', '@type: Person', 'url: /name/nm1432815/', 'name: Volker Bruch', '}', '{', '@type: Person', 'url: /name/nm0006618/', 'name: Torben Liebrecht', '}']",Not found,Not found,Not found,,28 October 2005 (Germany)
1649,Rose,Not found,"['Lise Fjeldstad', 'Per Frisch', 'Rolf Arly Lund']",['Eli Skolmen Ryg'],Not found,Not found,0,Not found,Not found,Not found,Not found,,4 March 1986 (Norway)
1650,Rose - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['creator: {', '@type: Organization', 'url: /company/co0758025/', '}']",Not found,Not found,Not found,,Not found
1651,Rose,86,"['Helen Clifford', 'Mike Mitchell', 'Patrick Regis']",['Kemal Yildirim'],"Hunstanton, Norfolk, England, UK",Not found,0,"['Crime', 'Drama']","GBP35,000
            ",Not found,Not found,,20 May 2014 (USA)
1652,Rose - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Drama', 'Thriller']",Not found,Not found,Not found,,Not found
1653,Rose,Not found,"['Ajay Rao', 'Shravya', 'Chandrashekar']",['Sahana H.S.'],Not found,Not found,0,"['Drama', 'Romance']","INR40,000,000
            ",Not found,Not found,,4 July 2014 (India)
1654,Rose,91,"['Pradeep Khadka', 'Miruna Magar', 'Paramita Rana']",['Nirak Poudel'],Not found,Not found,0,"['Crime', 'Romance']",Not found,Not found,Not found,,7 September 2018 (Nepal)
1655,Rose - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm0772207/', 'name: Markus Schleinzer', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm0772207/', 'name: Markus Schleinzer', '}', '{', '@type: Organization', 'url: /company/co0031375/', '}']",Not found,Not found,Not found,,Not found
1656,Rose,86,"['Sophie Rundle', 'Matt Stokoe', 'Nathan McMullen']",['Jennifer Sheridan'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm2570706/', 'name: Sophie Rundle', '}', '{', '@type: Person', 'url: /name/nm4688232/', 'name: Matt Stokoe', '}', '{', '@type: Person', 'url: /name/nm4044551/', 'name: Nathan McMullen', '}', '{', '@type: Person', 'url: /name/nm2315236/', 'name: Olive Gray', '}']",Not found,Not found,Not found,,13 October 2020 (UK)
1657,Sunday in the Park with George,Not found,"['Rebecca Bottone', 'Sophie-Louise Dann', 'Rebecca de Pont Davies']",['Denis Caïozzi'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm2840101/', 'name: Rebecca Bottone', '}', '{', '@type: Person', 'url: /name/nm0200357/', 'name: Sophie-Louise Dann', '}', '{', '@type: Person', 'url: /name/nm2704618/', 'name: Rebecca de Pont Davies', '}', '{', '@type: Person', 'url: /name/nm0308176/', 'name: Nicholas Garrett', '}']",Not found,Not found,Not found,,24 May 2013 (France)
1658,Hangmen,90,"['Rick Washburn', 'Dog Thomas', 'Keith Bogart']",['J. Christian Ingvordsen'],"Jersey City, New Jersey, USA",Hangmen,0,"['Action', 'Thriller', 'Adventure']",Not found,Not found,Not found,R,1 May 1987 (Brazil)
1659,Metamorphosis,92,"['Gene LeBrock', 'Catherine Baranov', 'Harry Cason']",['George Eastman'],"Norfolk, Virginia, USA",Metamorphosis,0,"['Horror', 'Sci-Fi']","ITL600,000,000
            ",Not found,Not found,R,7 August 1990 (Italy)
1660,Metamorphosis,98,"['Corey Sevier', 'Irena Violette', 'Christopher Lambert']",['Jenö Hodi'],Austria,Metamorfoza,0,"['Fantasy', 'Horror', 'Thriller']","$6,000,000
            ",Not found,Not found,R,24 August 2010 (USA)
1661,Metamorphosis,98,"['Jerould Aceron', 'Iana Bernardez', 'Dylan Ray Talon']",['J.E. Tiglao'],"San Nicolas, Pangasinan, Philippines",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm4423004/', 'name: Jerould Aceron', '}', '{', '@type: Person', 'url: /name/nm9137810/', 'name: Iana Bernardez', '}', '{', '@type: Person', 'url: /name/nm5128004/', 'name: Dylan Ray Talon', '}', '{', '@type: Person', 'url: /name/nm0202516/', 'name: Ricky Davao', '}']",Not found,Not found,Not found,,8 November 2019 (Philippines)
1662,Metamorphosis - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Drama', 'Horror', 'Sci-Fi']",Not found,Not found,Not found,,Not found
1663,Metamorphosis,95,"['Hovhannes Babakhanyan', 'Eddie DeLeon', 'Artur Karapetyan']",['Ruben Kochar'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm2012363/', 'name: Hovhannes Babakhanyan', '}', '{', '@type: Person', 'url: /name/nm2296473/', 'name: Eddie DeLeon', '}', '{', '@type: Person', 'url: /name/nm2995861/', 'name: Artur Karapetyan', '}', '{', '@type: Person', 'url: /name/nm10700310/', 'name: Anna Kochar', '}']",Not found,Not found,Not found,,Not found
1664,Metamorphosis,95,Not found,['Keith Aronowitz'],"Iquitos, Peru",Not found,0,"['director: {', '@type: Person', 'url: /name/nm0036937/', 'name: Keith Aronowitz', '}', 'datePublished: 2009-06-12', 'creator: {', '@type: Organization', 'url: /company/co0274730/', '}', 'keywords: shamanismayahuasca', 'aggregateRating: {', '@type: AggregateRating', 'ratingCount: 27', 'bestRating: 10.0', 'worstRating: 1.0', 'ratingValue: 7.8', '}', 'review: {', '@type: Review', 'itemReviewed: {', '@type: CreativeWork', 'url: /title/tt1446106/', '}', 'author: {', '@type: Person', 'name: thesiouxfallskid', '}', 'dateCreated: 2013-11-18', 'inLanguage: English', 'name: an honest portrayal', 'reviewBody: This is a documentary about the ayahuasca experience at Blue Morpho a center for ayahuasca near the city of Iquitos in Peru. It contains actual footage of people under ayahuasca (which they undergo in nearly complete darkness so the camera uses night vision) to give you a good of idea of what it is like. For those thinking of taking ayahuasca the content of this documentary is a good \\know before you go\\. It is not something one should take without supervision or at some place providing inadequate support. This point is clear from the footage in this documentary. For some people it can be an absolutely horrid experience while others report it as the best thing that has ever happened to them. It has transformed (hence the title Metamorphosis) in a very positive way some people with emotional issues for whom traditional approaches have not helped. The documentary shows actual preparation of ayahuasca at the center. It has footage of the founder Hamilton Souther and of a professor at the UCLA School of Medicine who among things speak of the nature of the imagery as being grounded in reality where the term hallucinogenic may be inappropriate. The idea is that while the visions may be totally unlike anything ever seen in real life they may have a connection with a reality beyond what we commonly perceive. There also is footage of people talking about their experience with ayahuasca some of whom you also see undergoing it. Note that in just an hour and a half a documentary on ayahuasca cannot be expected to be very comprehensive. This documentary focuses on the more dramatic effects as I think it should. What is not covered is how the experience varies considerably. For some the effects may be profound but with relatively little imagery and some may experience extreme imagery but virtually nothing else. Some may feel transformed to a greater or lesser degree while others not at all. Little is mentioned about the influence of diet which can be of considerable importance. Also I do not recall mention of aftereffects or a connection with energy levels in the body during and after the experience. There was no mention of how ayahuasca is counterindicated for some people. I learned of and saw this documentary today less than a month after a 9-day retreat at a center some distance from Blue Morpho under conditions similar to those at Blue Morpho. Though for me there was no \\metamorphosis\\ and it was without dramatic effect it was indeed a powerful experience where I got it with \\both barrels\\. Considering my experience this documentary is a good introduction regarding what to expect from the ayahuasca experience.', 'reviewRating: {', '@type: Rating', 'worstRating: 1', 'bestRating: 10', 'ratingValue: 8', '}', '}', 'duration: PT1H35M']",Not found,Not found,Not found,,12 June 2009 (USA)
1665,Metamorphosis,75,Not found,['Mehran Bakhtiar'],Not found,Not found,0,"['Drama', 'Mystery', 'Thriller']",Not found,Not found,Not found,,Not found
1666,Metamorphosis,102,"['Eirik Bar', 'Janet Henfrey', 'Chloe Howman']",['Chris Swanton'],Not found,Metamorphosis Academic Edition 2014,0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm3928033/', 'name: Eirik Bar', '}', '{', '@type: Person', 'url: /name/nm0376983/', 'name: Janet Henfrey', '}', '{', '@type: Person', 'url: /name/nm0398251/', 'name: Chloe Howman', '}', '{', '@type: Person', 'url: /name/nm0513520/', 'name: Maureen Lipman', '}']",Not found,Not found,Not found,Not Rated,31 August 2012 (Canada)
1667,Metamorphosis,52,Not found,['Fei Ling'],Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm5611638/', 'name: Fei Ling', '}', 'creator: {', '@type: Person', 'url: /name/nm5611638/', 'name: Fei Ling', '}', 'duration: PT52M']",Not found,Not found,Not found,,2004 (China)
1668,Metamorphosis,94,"['Sin Ajeong', 'Lee Samchil', 'Lee Suyong']",['Lee Samchil'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm6686749/', 'name: Sin Ajeong', '}', '{', '@type: Person', 'url: /name/nm6686748/', 'name: Lee Samchil', '}', '{', '@type: Person', 'url: /name/nm6686750/', 'name: Lee Suyong', '}']",Not found,Not found,Not found,,4 October 2010 (Canada)
1669,Metamorphosis,101,"['Santiago Auserón', 'Ada Colau', 'El Gran Wyoming']",['Manuel Pérez Cáceres'],Not found,Not found,0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0042233/', 'name: Santiago Auserón', '}', '{', '@type: Person', 'url: /name/nm4408455/', 'name: Ada Colau', '}', '{', '@type: Person', 'url: /name/nm0252655/', 'name: El Gran Wyoming', '}', '{', '@type: Person', 'url: /name/nm10738134/', 'name: Laia Forné', '}']",Not found,Not found,Not found,Not Rated,23 April 2016 (Spain)
1670,Metamorphosis,64,Not found,['Jun Hori'],Not found,Not found,0,"['Documentary', 'News']",Not found,Not found,Not found,,Not found
1671,Metamorphosis - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Action', 'Adventure', 'Sci-Fi']",Not found,Not found,Not found,,Not found
1672,Metamorphosis,85,"['Sue Halpern', 'Robert Jay Lifton', 'Joshua Rubenstein']","['Nova Ami', 'Velcrow Ripper']",Not found,Métamorphose,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3257013/', 'name: Sue Halpern', '}', '{', '@type: Person', 'url: /name/nm1634520/', 'name: Robert Jay Lifton', '}', '{', '@type: Person', 'url: /name/nm10446763/', 'name: Joshua Rubenstein', '}', '{', '@type: Person', 'url: /name/nm10446764/', 'name: Angel Wood', '}']",Not found,Not found,Not found,,2 February 2018 (USA)
1673,Metamorphosis,Not found,"['Jonathan Brickley', 'Christopher Grimwood', 'Seth Hatfield']",['Jordan Hatfield'],"Burns, Kansas, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm9908004/', 'name: Jonathan Brickley', '}', '{', '@type: Person', 'url: /name/nm9908000/', 'name: Christopher Grimwood', '}', '{', '@type: Person', 'url: /name/nm9908002/', 'name: Seth Hatfield', '}', '{', '@type: Person', 'url: /name/nm9907999/', 'name: Anthony Huls', '}']","$15,000
            ",Not found,Not found,,6 July 2019 (USA)
1674,A Month in the Country,96,"['Colin Firth', 'Kenneth Branagh', 'John Atkinson']","[""Pat O'Connor""]","Pickering, North Yorkshire, England, UK",A Month in the Country,0,"['contentRating: PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0000147/', 'name: Colin Firth', '}', '{', '@type: Person', 'url: /name/nm0000110/', 'name: Kenneth Branagh', '}', '{', '@type: Person', 'url: /name/nm0040744/', 'name: John Atkinson', '}', '{', '@type: Person', 'url: /name/nm0141697/', 'name: Jim Carter', '}']",Not found,"$443,524",Not found,PG,4 December 1987 (UK)
1675,A Month in the Country,124,"['Richard Briers', 'Eleanor Bron', 'Phyllis Calvert']",['Bill Hays'],Not found,Not found,0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0001972/', 'name: Richard Briers', '}', '{', '@type: Person', 'url: /name/nm0111376/', 'name: Eleanor Bron', '}', '{', '@type: Person', 'url: /name/nm0130829/', 'name: Phyllis Calvert', '}', '{', '@type: Person', 'url: /name/nm0153182/', 'name: Ian Charleson', '}']",Not found,Not found,Not found,Not Rated,14 April 1985 (UK)
1676,A Month in the Country,88,"['Susannah York', 'Ian McShane', 'Michael Wells']",['Quentin Lawrence'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0948772/', 'name: Susannah York', '}', '{', '@type: Person', 'url: /name/nm0574534/', 'name: Ian McShane', '}', '{', '@type: Person', 'url: /name/nm0920350/', 'name: Michael Wells', '}', '{', '@type: Person', 'url: /name/nm0861771/', 'name: Linda Thorson', '}']",Not found,Not found,Not found,,30 March 1983 (USA)
1677,A Month in the Country,Not found,"['James Crabbe', 'Rita Daniel', 'Leo de Pokorny']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0185573/', 'name: James Crabbe', '}', '{', '@type: Person', 'url: /name/nm6909580/', 'name: Rita Daniel', '}', '{', '@type: Person', 'url: /name/nm0210991/', 'name: Leo de Pokorny', '}', '{', '@type: Person', 'url: /name/nm0278363/', 'name: Alec Finter', '}']",Not found,Not found,Not found,,8 June 1947 (UK)
1678,Orphans,115,"['Albert Finney', 'Matthew Modine', 'Kevin Anderson']",['Alan J. Pakula'],"Kaufman Astoria Studios - 3412 36th Street, Astoria, Queens, New York City, New York, USA",Kellerkinder - Orphans,0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm0001215/', 'name: Albert Finney', '}', '{', '@type: Person', 'url: /name/nm0000546/', 'name: Matthew Modine', '}', '{', '@type: Person', 'url: /name/nm0000754/', 'name: Kevin Anderson', '}', '{', '@type: Person', 'url: /name/nm0446120/', 'name: John Kellogg', '}']","$15,000,000
            ","$252,430","$252,430",R,18 September 1987 (USA)
1679,Orphans,101,"['Douglas Henshall', 'Gary Lewis', 'Rosemarie Stevenson']",['Peter Mullan'],"Glasgow, Strathclyde, Scotland, UK",Ett sista farväl,0,"['Comedy', 'Drama']",Not found,"$54,754","$54,754",,7 May 1999 (UK)
1680,Orphans,80,"['James Katharine Flynn', 'Matt Glasson', 'Lily Wheelwright']",['Ry Russo-Young'],Not found,Ορφανά,0,"['actor: [', '{', '@type: Person', 'url: /name/nm2246512/', 'name: James Katharine Flynn', '}', '{', '@type: Person', 'url: /name/nm1447369/', 'name: Matt Glasson', '}', '{', '@type: Person', 'url: /name/nm2555741/', 'name: Lily Wheelwright', '}']",Not found,Not found,Not found,,12 March 2007 (USA)
1681,Beetlejuice,92,"['Alec Baldwin', 'Geena Davis', 'Michael Keaton']",['Tim Burton'],"Masonic Hall, East Corinth, Vermont, USA",The Maitlands,0,"['Comedy', 'Fantasy']","$15,000,000
            ","$74,220,408","$74,270,074",PG,30 March 1988 (USA)
1682,Big,104,"['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia']",['Penny Marshall'],"Garden State News, 666 Anderson Ave, Cliffside Park, New Jersey, USA",Big,2,"['Comedy', 'Drama', 'Fantasy', 'Romance']","$18,000,000
            ","$115,227,281","$151,927,281",PG,3 June 1988 (USA)
1683,Big,99,"['Jamiyka Jones', 'Alex Omidvar', 'Sam Kojo Plummer']",['Sean Sevestre'],"Connecticut, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm11339913/', 'name: Jamiyka Jones', '}', '{', '@type: Person', 'url: /name/nm9497185/', 'name: Alex Omidvar', '}', '{', '@type: Person', 'url: /name/nm9497186/', 'name: Sam Kojo Plummer', '}', '{', '@type: Person', 'url: /name/nm8849503/', 'name: Sean Sevestre', '}']","GBP1,000
            ",Not found,Not found,,18 December 2017 (UK)
1684,Biloxi Blues,106,"['Matthew Broderick', 'Christopher Walken', 'Matt Mulhern']",['Mike Nichols'],"Frog Bayou, Arkansas, USA",Neil Simon's Biloxi Blues,0,"['Comedy', 'Drama']","$20,000,000
            ","$43,184,798","$51,684,798",PG-13,25 March 1988 (USA)
1685,The Caine Mutiny Court-Martial,100,"['Eric Bogosian', 'Jeff Daniels', 'Brad Davis']",['Robert Altman'],"Fort Worden State Park - 200 Battery Way, Port Townsend, Washington, USA",Herman Wouk's The Caine Mutiny Court-Martial,0,"['Drama', 'War']",Not found,Not found,Not found,PG,8 May 1988 (USA)
