,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
1686,Dirty Rotten Scoundrels,110,"['Steve Martin', 'Michael Caine', 'Glenne Headly']",['Frank Oz'],"Alpes-Maritimes, France",Dirty Rotten Scoundrels,1,"['Comedy', 'Crime']",Not found,"$42,039,085","$42,039,085",PG,14 December 1988 (USA)
1687,Glory Days,100,"['Robert Conrad', 'Shane Conrad', 'Duane Davis']",['Robert Conrad'],"Stockton Country Club, Stockton, California, USA",Jour de gloire,0,"['contentRating: TV-PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0001066/', 'name: Robert Conrad', '}', '{', '@type: Person', 'url: /name/nm0175723/', 'name: Shane Conrad', '}', '{', '@type: Person', 'url: /name/nm0204523/', 'name: Duane Davis', '}', '{', '@type: Person', 'url: /name/nm0250368/', 'name: Stacy Edwards', '}']",Not found,Not found,Not found,TV-PG,11 December 1988 (USA)
1688,Glory Days,65,"['Jim Fitzpatrick', 'Larry Brodsky', 'Alan Bowers']",['David Jamison'],"Bradenton, Florida, USA",The Best Days of Our Lives,0,"['Action', 'Drama', 'Family']",Not found,Not found,Not found,,Not found
1689,Glory Days,109,"['Richard Tyson', 'Frank Stallone', 'Joe Perry']",['Roy Alfred Jr.'],Thailand,Not found,0,"['Drama', 'Music']","$1,800,000
            ",Not found,Not found,Not Rated,8 December 2015 (USA)
1690,High Fidelity,85,"['John Dalley', 'David Soyer', 'Arnold Steinhardt']",['Allan Miller'],Not found,Adventures of the Guarneri String Quartet,0,"['Documentary', 'Biography', 'Music']",Not found,Not found,Not found,Not Rated,15 September 1989 (USA)
1691,High Fidelity,113,"['John Cusack', 'Iben Hjejle', 'Todd Louiso']",['Stephen Frears'],"Chicago, Illinois, USA",High Fidelity,1,"['Comedy', 'Drama', 'Music', 'Romance']","$30,000,000
            ","$27,287,137","$47,126,295",R,31 March 2000 (USA)
1692,Leap of Faith,97,"['Anne Archer', 'Sam Neill', 'Frances Lee McCain']",['Stephen Gyllenhaal'],Not found,Question of Faith,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0000271/', 'name: Anne Archer', '}', '{', '@type: Person', 'url: /name/nm0000554/', 'name: Sam Neill', '}', '{', '@type: Person', 'url: /name/nm0564589/', 'name: Frances Lee McCain', '}', '{', '@type: Person', 'url: /name/nm0316080/', 'name: Louis Giambalvo', '}']",Not found,Not found,Not found,,6 October 1988 (USA)
1693,Leap of Faith,108,"['Steve Martin', 'Debra Winger', 'Lolita Davidovich']",['Richard Pearce'],"Building One, Studios at Las Colinas - 6301 North O'Connor Road, Irving, Texas, USA",Leap of Faith,0,"['Comedy', 'Drama', 'Romance']",Not found,"$23,369,283","$23,369,283",PG-13,18 December 1992 (USA)
1694,Leap of Faith,46,Not found,['Venkat Bharadwaj'],Mumbai,Not found,0,"['director: {', '@type: Person', 'url: /name/nm6732205/', 'name: Venkat Bharadwaj', '}', 'datePublished: 2019-10-01', 'duration: PT46M']",Not found,Not found,Not found,,1 October 2019 (India)
1695,Leap of Faith,95,"['Eugene Bowser', 'Joyce Bowser', 'Alana DeSilva']","['Antony Benjamin', 'Stephen Z. Friedman']","Colorado, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3684407/', 'name: Eugene Bowser', '}', '{', '@type: Person', 'url: /name/nm3684285/', 'name: Joyce Bowser', '}', '{', '@type: Person', 'url: /name/nm3684185/', 'name: Alana DeSilva', '}', '{', '@type: Person', 'url: /name/nm3684157/', 'name: Leslie Rawlins', '}']","$300,000
            ",Not found,Not found,,8 November 2009 (USA)
1696,Leap of Faith,Not found,['Naseeruddin Shah'],"['Aditi V. Makim', 'Valentina Trivedi']",Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm0787462/', 'name: Naseeruddin Shah', '}', 'director: [', '{', '@type: Person', 'url: /name/nm1210216/', 'name: Aditi V. Makim', '}', '{', '@type: Person', 'url: /name/nm7576057/', 'name: Valentina Trivedi', '}']",Not found,Not found,Not found,,14 December 2008 (India)
1697,Leap of Faith - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3737689/', 'name: Thomas R. Baker', '}', '{', '@type: Person', 'url: /name/nm1343933/', 'name: Eric Brenner', '}', '{', '@type: Person', 'url: /name/nm7008531/', 'name: Josue Louis-Charles', '}', '{', '@type: Person', 'url: /name/nm7680705/', 'name: Donald M. Krause', '}']",Not found,Not found,Not found,,Not found
1698,Souvenir,93,"['Christopher Plummer', 'Catherine Hicks', 'Michael Lonsdale']",['Geoffrey Reeve'],"Brigueuil, Charente, France",Amargas Memórias,0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm0001626/', 'name: Christopher Plummer', '}', '{', '@type: Person', 'url: /name/nm0382819/', 'name: Catherine Hicks', '}', '{', '@type: Person', 'url: /name/nm0003909/', 'name: Michael Lonsdale', '}', '{', '@type: Person', 'url: /name/nm0147392/', 'name: Christopher Cazenove', '}']",Not found,Not found,Not found,R,6 January 1989 (UK)
1699,Souvenir,78,"['D. Stanton Miranda', 'Manon Blanc', 'Kristin Scott Thomas']",['Michael H. Shamberg'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0592075/', 'name: D. Stanton Miranda', '}', '{', '@type: Person', 'url: /name/nm1222240/', 'name: Manon Blanc', '}', '{', '@type: Person', 'url: /name/nm0000218/', 'name: Kristin Scott Thomas', '}', '{', '@type: Person', 'url: /name/nm0693799/', 'name: Melvil Poupaud', '}']",Not found,Not found,Not found,,14 June 1996 (USA)
1700,Souvenir,90,"['Futoshi Kasagawa', 'Emma Suárez', 'Anna Lizaran']",['Rosa Vergés'],Not found,Souvenir - Um Caso de Amor,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0440373/', 'name: Futoshi Kasagawa', '}', '{', '@type: Person', 'url: /name/nm0840772/', 'name: Emma Suárez', '}', '{', '@type: Person', 'url: /name/nm0515440/', 'name: Anna Lizaran', '}', '{', '@type: Person', 'url: /name/nm0530316/', 'name: Pepa López', '}']",Not found,Not found,Not found,,14 October 1994 (Spain)
1701,Souvenir,80,"['Mark Anthony Adkins', 'Joel Bryant', 'K. Carter']",['Natasa Prosenc Stearns'],"Los Angeles, California, USA",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3155102/', 'name: Mark Anthony Adkins', '}', '{', '@type: Person', 'url: /name/nm1071164/', 'name: Joel Bryant', '}', '{', '@type: Person', 'url: /name/nm2114737/', 'name: K. Carter', '}', '{', '@type: Person', 'url: /name/nm0141760/', 'name: Kevin Carter', '}']","$250,000
            ",Not found,Not found,,7 April 2009 (USA)
1702,Souvenir,83,"['Aaron Scully', 'Felicity Jurd', 'Andy Leonard']",['David Crossley'],"Byron Bay, New South Wales, Australia",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1353449/', 'name: Aaron Scully', '}', '{', '@type: Person', 'url: /name/nm2964700/', 'name: Felicity Jurd', '}', '{', '@type: Person', 'url: /name/nm2714980/', 'name: Andy Leonard', '}', '{', '@type: Person', 'url: /name/nm2177432/', 'name: Belinda Gosbee', '}']","AUD1,000,000
            ",Not found,Not found,,9 April 2006 (Australia)
1703,Souvenir,90,"['Isabelle Huppert', 'Kévin Azaïs', 'Johan Leysen']",['Bavo Defurne'],Not found,Souvenir,0,"['Drama', 'Music', 'Romance']",Not found,"$11,411","$359,798",Not Rated,21 December 2016 (France)
1704,Souvenir,86,"['Lorena Andrade', 'Luna Baxter', 'Vanessa Chaplot']",['Andres Cuevas'],"Bogotá, Colombia",Souvenir,0,"['Comedy', 'Romance']","$200,000
            ",Not found,Not found,,April 2014 (USA)
1705,Souvenir,86,"['Alfred Diebold', 'Maciej Salamon']",['André Siegers'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm5014506/', 'name: Alfred Diebold', '}', '{', '@type: Person', 'url: /name/nm4951623/', 'name: Maciej Salamon', '}']",Not found,Not found,Not found,,February 2014 (Germany)
1706,Souvenir - IMDb</title>,Not found,"['Paulina Gaitan', 'Marco Pérez', 'Yuriria del Valle']",['Armond Cohen'],"Mexico City, Mexico",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm2103508/', 'name: Paulina Gaitan', '}', '{', '@type: Person', 'url: /name/nm0702270/', 'name: Marco Pérez', '}', '{', '@type: Person', 'url: /name/nm0216002/', 'name: Yuriria del Valle', '}', '{', '@type: Person', 'url: /name/nm2533090/', 'name: Flavio Medina', '}']",Not found,Not found,Not found,,Not found
1707,Talk Radio,110,"['Eric Bogosian', 'Ellen Greene', 'Leslie Hope']",['Oliver Stone'],"Texas, USA",Talk Radio,0,"['contentRating: R', 'actor: [', '{', '@type: Person', 'url: /name/nm0091899/', 'name: Eric Bogosian', '}', '{', '@type: Person', 'url: /name/nm0338746/', 'name: Ellen Greene', '}', '{', '@type: Person', 'url: /name/nm0394012/', 'name: Leslie Hope', '}', '{', '@type: Person', 'url: /name/nm0001525/', 'name: John C. McGinley', '}']","$4,000,000
            ","$3,468,572","$3,468,572",R,13 January 1989 (USA)
1708,Catch Me If You Can,106,"['Matt Lattanzi', 'Loryn Locklin', 'Grant Heslov']",['Stephen Sommers'],"Minnesota, USA",Catch Me If You Can,0,"['Action', 'Comedy', 'Drama']","$800,000
            ","$3,686","$3,686",PG,14 October 1989 (USA)
1709,Catch Me If You Can,92,"['Tim Matheson', 'Ryan DeBoer', 'Carol Alt']",['Jeffrey Reiner'],"North Vancouver, British Columbia, Canada",Deadly Game,0,"['Action', 'Comedy', 'Crime', 'Family', 'Thriller']",Not found,Not found,Not found,Not Rated,11 December 1998 (USA)
1710,Catch Me If You Can,141,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken']",['Steven Spielberg'],"2186 East Crary Street, Altadena, California, USA",Catch Me If You Can,2,"['Biography', 'Crime', 'Drama']","$52,000,000
            ","$164,615,351","$352,114,312",PG-13,25 December 2002 (USA)
1711,Catch Me If You Can,Not found,"['Gilbert Roland', 'Dina Merrill', 'Greta Thyssen']",['Don Weis'],Cuba,Mr. Pharaoh and the Cleopatra,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0738042/', 'name: Gilbert Roland', '}', '{', '@type: Person', 'url: /name/nm0581277/', 'name: Dina Merrill', '}', '{', '@type: Person', 'url: /name/nm0862353/', 'name: Greta Thyssen', '}', '{', '@type: Person', 'url: /name/nm0200488/', 'name: Cesare Danova', '}']",Not found,Not found,Not found,,Not found
1712,Driving Miss Daisy,99,"['Morgan Freeman', 'Jessica Tandy', 'Dan Aykroyd']",['Bruce Beresford'],"Sevananda Natural Foods Grocery, 1111 Euclid Ave. NE, Atlanta, Georgia, USA",Driving Miss Daisy,0,"['contentRating: PG', 'actor: [', '{', '@type: Person', 'url: /name/nm0000151/', 'name: Morgan Freeman', '}', '{', '@type: Person', 'url: /name/nm0001788/', 'name: Jessica Tandy', '}', '{', '@type: Person', 'url: /name/nm0000101/', 'name: Dan Aykroyd', '}', '{', '@type: Person', 'url: /name/nm0526985/', 'name: Patti LuPone', '}']","$7,500,000
            ","$106,593,296","$145,793,296",PG,26 January 1990 (USA)
1713,Driving Miss Daisy,100,"['Angela Lansbury', 'James Earl Jones', 'Boyd Gaines']",['David Esbjornson'],"Melbourne, Australia",Шофёр мисс Дэйзи,0,"['Comedy', 'Drama']",Not found,Not found,Not found,Not Rated,14 May 2015 (USA)
1714,Shirley Valentine,108,"['Pauline Collins', 'Tom Conti', 'Julia McKenzie']",['Lewis Gilbert'],"Waldegrave School for Girls, Fifth Cross Road, Twickenham, UK",Shirley Valentine,2,"['Comedy', 'Drama', 'Romance']",Not found,"$6,056,912","$6,056,912",R,30 August 1989 (USA)
1715,Steel Magnolias,117,"['Shirley MacLaine', 'Olympia Dukakis', 'Sally Field']",['Herbert Ross'],"Louisiana, USA",Steel Magnolias,1,"['Comedy', 'Drama', 'Romance']","$15,000,000
            ","$84,614,512","$96,759,512",PG,22 November 1989 (USA)
1716,Steel Magnolias,85,"['Alfre Woodard', 'Phylicia Rashad', 'Queen Latifah']",['Kenny Leon'],"Atlanta, Georgia, USA",Steel Magnolias,1,"['Comedy', 'Drama', 'Romance']",Not found,Not found,Not found,Not Rated,7 October 2012 (USA)
1717,The Civil War,90,['Jack Hanrahan'],['Tom James'],Not found,Not found,0,"['Documentary', 'History', 'War']",Not found,Not found,Not found,Not Rated,1991 (USA)
1718,Jekyll &amp; Hyde,96,"['Michael Caine', 'Cheryl Ladd', 'Joss Ackland']",['David Wickes'],"London, England, UK",Dr Jekyll &amp; Mr Hyde,1,"['Horror', 'Thriller']",Not found,Not found,Not found,PG-13,21 January 1990 (USA)
1719,Jekyll &amp; Hyde - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Drama', 'Horror', 'Musical', 'Romance', 'Sci-Fi']",Not found,Not found,Not found,,Not found
1720,Matters of the Heart,120,"['Jane Seymour', 'Chris Gartin', 'James Stacy']",['Michael Ray Rhodes'],Not found,Concerto pour Lady H,0,"['Drama', 'Romance']",Not found,Not found,Not found,PG-13,26 December 1990 (USA)
1721,Matters of the Heart,80,"['Patrick Wilson', 'Amy Smart', 'Lynn Collins']",['Tracey Hecht'],Not found,Bir Aşk Meselesi,0,"['Comedy', 'Drama', 'Romance']",Not found,Not found,Not found,,2015 (Turkey)
1722,Misery,107,"['James Caan', 'Kathy Bates', 'Richard Farnsworth']",['Rob Reiner'],"Truckee, California, USA",Misery,0,"['Drama', 'Thriller']","$20,000,000
            ","$61,276,872","$61,276,872",R,30 November 1990 (USA)
1723,Orpheus Descending,117,"['Kevin Anderson', 'Brad Sullivan', 'Manning Redwood']",['Peter Hall'],"Jacksonville, Florida, USA",Tennessee Williams' Orpheus Descending,0,"['Drama', 'Romance']",Not found,Not found,Not found,Not Rated,24 September 1990 (USA)
1724,Pretty Woman,119,"['Richard Gere', 'Julia Roberts', 'Jason Alexander']",['Garry Marshall'],"Giorgio Beverly Hills - 273 North Rodeo Drive, Beverly Hills, California, USA","$ 3,000",1,"['Comedy', 'Romance']","$14,000,000
            ","$178,406,268","$463,407,409",R,23 March 1990 (USA)
1725,Pretty Woman,111,"['Keiko Awaji', 'Akiko Kazami', 'Terue Shôji']",['Takayoshi Watanabe'],Not found,ぷりてぃ・ウーマン,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,10 May 2003 (Japan)
1726,Relatively Speaking,120,"['Michael Maloney', 'Imogen Stubbs', 'Nigel Hawthorne']",['Michael A. Simpson'],"London, England, UK",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0540585/', 'name: Michael Maloney', '}', '{', '@type: Person', 'url: /name/nm0835916/', 'name: Imogen Stubbs', '}', '{', '@type: Person', 'url: /name/nm0001329/', 'name: Nigel Hawthorne', '}', '{', '@type: Person', 'url: /name/nm0914220/', 'name: Gwen Watford', '}']",Not found,Not found,Not found,,1990 (UK)
1727,Relatively Speaking,50,"['Richard Briers', 'Jennifer Hilary', 'Michael Hordern']",['Nigel Patrick'],Not found,Not found,0,"['Comedy', 'Drama']",Not found,Not found,Not found,,21 July 1967 (UK)
1728,The Royal Family,120,"['Donald Barton', 'Forrest Buckman', 'David A. Butler']","['Kirk Browning', 'Ellis Rabb']",Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0059129/', 'name: Donald Barton', '}', '{', '@type: Person', 'url: /name/nm0118713/', 'name: Forrest Buckman', '}', '{', '@type: Person', 'url: /name/nm0124884/', 'name: David A. Butler', '}', '{', '@type: Person', 'url: /name/nm0191033/', 'name: Michael Cuddy', '}']",Not found,Not found,Not found,,9 November 1977 (USA)
1729,Memphis,100,"['Cybill Shepherd', 'John Laughlin', 'J.E. Freeman']",['Yves Simoneau'],"Memphis, Tennessee, USA",Entführt - Sieben Tage Angst,0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0001732/', 'name: Cybill Shepherd', '}', '{', '@type: Person', 'url: /name/nm0490855/', 'name: John Laughlin', '}', '{', '@type: Person', 'url: /name/nm0293422/', 'name: J.E. Freeman', '}', '{', '@type: Person', 'url: /name/nm1444462/', 'name: Richard Brooks', '}']",Not found,Not found,Not found,Not Rated,27 January 1992 (USA)
1730,Memphis - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm0339030/', 'name: Paul Greengrass', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm0339030/', 'name: Paul Greengrass', '}', '{', '@type: Organization', 'url: /company/co0093765/', '}', '{', '@type: Organization', 'url: /company/co0330498/', '}', '{', '@type: Organization', 'url: /company/co0024845/', '}']",Not found,Not found,Not found,,Not found
1731,Memphis - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['creator: [', '{', '@type: Person', 'url: /name/nm2628394/', 'name: Joe DiPietro', '}', '{', '@type: Organization', 'url: /company/co0054452/', '}', '{', '@type: Organization', 'url: /company/co0373774/', '}', '{', '@type: Organization', 'url: /company/co0085751/', '}', '{', '@type: Organization', 'url: /company/co0002663/', '}']",Not found,Not found,Not found,,Not found
1732,Memphis,75,"['Willis Earl Beal', 'Constance Brantley', 'Larry Dodson']",['Tim Sutton'],"Memphis, Tennessee, USA",Μέμφις,0,"['contentRating: Unrated', 'actor: [', '{', '@type: Person', 'url: /name/nm5084656/', 'name: Willis Earl Beal', '}', '{', '@type: Person', 'url: /name/nm5842964/', 'name: Constance Brantley', '}', '{', '@type: Person', 'url: /name/nm3231529/', 'name: Larry Dodson', '}', '{', '@type: Person', 'url: /name/nm6643369/', 'name: Pauline Dyer', '}']",Not found,"$21,286","$21,286",Unrated,17 January 2014 (USA)
1733,Memphis - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['creator: [', '{', '@type: Person', 'url: /name/nm7422415/', 'name: Dee Dee Meade', '}', '{', '@type: Organization', 'url: /company/co0525251/', '}']",Not found,Not found,Not found,,Not found
1734,Broadway Bound,89,"['Anne Bancroft', 'Hume Cronyn', 'Corey Parker']",['Paul Bogart'],Not found,Neil Simon's Broadway Bound,1,"['Comedy', 'Drama']",Not found,Not found,Not found,,23 March 1992 (USA)
1735,Proof,86,"['Hugo Weaving', 'Geneviève Picot', 'Russell Crowe']",['Jocelyn Moorhouse'],"Melbourne, Victoria, Australia",La prueba,0,"['Drama', 'Romance']",Not found,"$524,668","$524,668",R,20 March 1992 (USA)
1736,Proof,100,"['Gwyneth Paltrow', 'Anthony Hopkins', 'Hope Davis']",['John Madden'],"Chicago, Illinois, USA",Proof,1,"['Drama', 'Mystery']","$20,000,000
            ","$7,535,331","$14,189,860",PG-13,7 October 2005 (USA)
