,index,title,FILM_runtime,FILM_stars,FILM_directors,FILM_aka,FILM_oscars_won,FILM_genres,FILM_budget,FILM_domestic_gross,FILM_worldwide_gross,FILM_mpaa_rating,FILM_release_date,FILM_tconst,FILM_primaryTitle,FILM_runtimeMinutes,FILM_genres,BWAY_total_weekly_gross,BWAY_total_potential_gross,BWAY_total_performances,BWAY_total_previews,BWAY_last_performance,BWAY_avg_ticket_price,BWAY_avg_capacity,BWAY_avg_top_ticket_price,BWAY_avg_seats_in_theatre,FILM_mpaa_rating_number,FILM_release_year
60,5237,1776,141.0,"['William Daniels', 'Howard Da Silva', 'Ken Howard']",['Peter H. Hunt'],1776,1.0,"['Drama', 'Family', 'History', 'Musical']",4000000.0,66692670.50105042,117460103.96547368,1,17 November 1972,tt0068156,1776,141,"Drama,Family,History",13667789.0,29237441.0,333,34,1997-07-20,40.4645652173913,0.7918021739130439,72.06521739130434,1351.1739130434783,1,1972-01-01
61,5238,Gypsy,143.0,"['Rosalind Russell', 'Natalie Wood', 'Karl Malden']",['Mervyn LeRoy'],Gypsy,3.0,"['Biography', 'Comedy', 'Drama', 'Musical']",4000000.0,66692670.50105042,117460103.96547368,0,1 November 1962,tt0028972,Gypsy,78,"Drama,Romance",98690748.0,111724629.0,1364,95,1989-10-29,56.08847826086957,0.7657005434782609,164.66273584905662,1579.3097826086957,0,1962-01-01
62,5246,Thoroughly Modern Millie,138.0,"['Julie Andrews', 'James Fox', 'Mary Tyler Moore']",['George Roy Hill'],Thoroughly Modern Millie,0.0,"['Comedy', 'Musical', 'Romance']",6000000.0,66692670.50105042,117460103.96547368,1,22 March 1967,tt0062362,Thoroughly Modern Millie,138,"Comedy,Musical,Romance",75616509.0,116245494.0,903,32,2002-03-24,62.68923728813558,0.8080483050847462,220.33898305084745,1578.0,1,1967-01-01
63,5247,Godspell,103.0,"['Victor Garber', 'Lynne Thigpen', 'Katie Hanley']",['David Greene'],Godspell,0.0,"['Comedy', 'Drama', 'Musical']",1300000.0,66692670.50105042,117460103.96547368,1,31 May 1973,tt1637684,Godspell,80,Musical,11106035.0,27851288.0,264,30,2011-10-16,68.64621621621623,0.7435405405405405,199.0,736.5135135135135,1,1973-01-01
64,5255,On the Town,98.0,"['Gene Kelly', 'Frank Sinatra', 'Betty Garrett']","['Stanley Donen', 'Gene Kelly']",On the Town,0.0,"['Comedy', 'Musical', 'Romance']",2111250.0,66692670.50105042,117460103.96547368,0,30 December 1949,tt0041716,On the Town,98,"Comedy,Musical,Romance",36076620.0,98493101.0,437,60,1998-10-25,60.504218750000014,0.6536265625000001,209.8046875,1879.890625,0,1949-01-01
65,5256,Damn Yankees,111.0,"['Tab Hunter', 'Gwen Verdon', 'Ray Walston']","['George Abbott', 'Stanley Donen']",Damn Yankees,1.0,"['Comedy', 'Musical', 'Romance', 'Sport']",18702908.00559317,66692670.50105042,117460103.96547368,0,6 March 1959,tt0051516,Damn Yankees,111,"Comedy,Musical,Romance",27913661.0,0.0,534,18,1994-02-20,42.47376811594205,0.7462623188405797,67.5,1596.0,0,1959-01-01
66,5258,State Fair,100.0,"['Jeanne Crain', 'Dana Andrews', 'Dick Haymes']",['Walter Lang'],Rodgers and Hammerstein's State Fair,0.0,"['Comedy', 'Drama', 'Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,30 August 1945,tt0024610,State Fair,99,"Comedy,Drama,Romance",2926843.0,0.0,110,8,1996-03-24,40.37266666666667,0.6263333333333334,75.0,989.0,0,1945-01-01
67,5282,Carousel,128.0,"['Gordon MacRae', 'Shirley Jones', 'Cameron Mitchell']",['Henry King'],Rodgers and Hammerstein's Carousel,0.0,"['Drama', 'Fantasy', 'Musical']",18702908.00559317,66692670.50105042,117460103.96547368,0,16 February 1956,tt0049055,Carousel,128,"Drama,Fantasy,Musical",46906771.57999999,46263468.0,518,85,1994-02-20,69.89753246753246,0.9009454545454544,323.0,1204.8311688311687,0,1956-01-01
68,5287,On a Clear Day You Can See Forever,129.0,"['Barbra Streisand', 'Yves Montand', 'Bob Newhart']",['Vincente Minnelli'],On a Clear Day You Can See Forever,0.0,"['Comedy', 'Drama', 'Fantasy', 'Musical', 'Romance']",10000000.0,14000000.0,14000000.0,1,17 June 1970,tt0066181,On a Clear Day You Can See Forever,129,"Comedy,Drama,Fantasy",7253179.0,14823145.0,57,29,2011-11-13,83.49500000000002,0.7659416666666669,295.25,1367.0,1,1970-01-01
69,5288,Porgy and Bess,138.0,"['Sidney Poitier', 'Dorothy Dandridge', 'Sammy Davis Jr.']","['Otto Preminger', 'Rouben Mamoulian']",Porgy and Bess,0.0,"['Drama', 'Musical', 'Romance']",7000000.0,66692670.50105042,117460103.96547368,0,14 October 1959,tt0053182,Porgy and Bess,138,"Drama,Musical,Romance",26381453.0,52854440.0,293,28,2011-12-18,90.00097560975611,0.6896999999999999,225.0,1337.3902439024391,0,1959-01-01
70,5290,Show Boat,108.0,"['Kathryn Grayson', 'Ava Gardner', 'Howard Keel']",['George Sidney'],Show Boat,2.0,"['Drama', 'Family', 'Musical', 'Romance']",2295429.0,66692670.50105042,117460103.96547368,0,24 September 1951,tt0020402,Show Boat,147,"Drama,Musical,Romance",89171712.0,0.0,947,12,1994-09-25,55.793749999999974,0.86172,75.0,1918.0,0,1951-01-01
71,5299,Finian's Rainbow,141.0,"['Fred Astaire', 'Petula Clark', 'Tommy Steele']",['Francis Ford Coppola'],Finian's Rainbow,2.0,"['Family', 'Fantasy', 'Musical']",3500000.0,66692670.50105042,117460103.96547368,1,9 October 1968,tt0062974,Finian's Rainbow,141,"Family,Fantasy,Musical",7888826.0,17834339.0,92,22,2009-10-11,59.63733333333334,0.6864133333333334,222.53333333333333,1701.0,1,1968-01-01
72,5300,Flower Drum Song,133.0,"['Nancy Kwan', 'James Shigeta', 'Benson Fong']",['Henry Koster'],Rodgers &amp; Hammerstein's Flower Drum Song,5.0,"['Comedy', 'Musical', 'Romance']",4000000.0,66692670.50105042,117460103.96547368,0,28 March 1962,tt0054885,Flower Drum Song,133,"Comedy,Musical,Romance",11264444.0,19861826.0,169,25,2002-09-29,63.8032,0.73398,165.12,1214.0,0,1962-01-01
73,5301,Pal Joey,111.0,"['Rita Hayworth', 'Frank Sinatra', 'Kim Novak']",['George Sidney'],Pal Joey,4.0,"['Drama', 'Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,16 December 1957,tt0050815,Pal Joey,111,"Drama,Musical,Romance",5574587.0,11067243.0,85,37,2008-11-16,53.73437499999999,0.85008125,124.9375,1003.75,0,1957-01-01
74,5302,Annie Get Your Gun,107.0,"['Betty Hutton', 'Howard Keel', 'Louis Calhern']","['George Sidney', 'Busby Berkeley']",Annie Get Your Gun,0.0,"['Biography', 'Comedy', 'Musical', 'Romance', 'Western']",3768785.0,66692670.50105042,117460103.96547368,0,17 May 1950,tt0042200,Annie Get Your Gun,107,"Biography,Comedy,Musical",82148713.0,106684146.0,1045,35,1999-02-07,57.51355555555556,0.8216162962962967,77.07407407407408,1595.0,0,1950-01-01
75,5307,How to Succeed in Business Without Really Trying,121.0,"['Robert Morse', 'Michele Lee', 'Rudy Vallee']",['David Swift'],How to Succeed in Business...,0.0,"['Comedy', 'Musical']",18702908.00559317,6322000.0,117460103.96547368,0,9 March 1967,tt0061791,How to Succeed in Business Without Really Trying,121,"Comedy,Musical",89214428.0,86917429.0,1021,46,1995-03-12,69.18911764705884,0.8489007352941177,194.69758064516128,1393.1985294117646,0,1967-01-01
76,5308,A Little Night Music,124.0,"['Elizabeth Taylor', 'Diana Rigg', 'Len Cariou']",['Harold Prince'],A Little Night Music,0.0,"['Comedy', 'Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,2,21 May 1980,tt0076319,A Little Night Music,124,"Comedy,Musical,Romance",38606667.0,50154705.0,425,20,2009-11-29,103.69017857142862,0.8901464285714286,325.39285714285717,931.0,2,1980-01-01
77,5309,The Pajama Game,101.0,"['Doris Day', 'John Raitt', 'Carol Haney']","['George Abbott', 'Stanley Donen']",The Pajama Game,0.0,"['Comedy', 'Drama', 'Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,10 December 1957,tt0050814,The Pajama Game,101,"Comedy,Drama,Musical",8885204.0,10029254.0,129,41,2006-01-22,74.54409090909088,0.9794545454545452,101.25,723.9090909090909,0,1957-01-01
78,5310,Reckless,97.0,"['Jean Harlow', 'William Powell', 'Franchot Tone']",['Victor Fleming'],Reckless,0.0,"['Drama', 'Musical', 'Comedy']",858000.0,66692670.50105042,117460103.96547368,0,19 April 1935,tt0026914,Reckless,97,"Comedy,Drama,Musical",3004690.0,4668527.0,77,24,2004-09-26,50.318461538461534,0.9093923076923077,78.0,650.0,0,1935-01-01
79,5318,Company,145.0,"['Neil Patrick Harris', 'Patti LuPone', 'Martha Plimpton']",['Lonny Price'],Компания,0.0,"['Comedy', 'Drama', 'Musical']",18702908.00559317,66692670.50105042,102591.0,0,15 March 2014,tt0296574,Company,142,"Action,Crime,Drama",14844939.0,26320985.0,314,77,1995-09-03,61.529387755102036,0.7226122448979592,198.75,891.5102040816327,0,2014-01-01
80,5323,Oh! Calcutta!,123.0,"['Raina Barrett', 'Mark Dempsey', 'Samantha Harper']",['Jacques Levy'],Oh! Calcutta!,0.0,"['Comedy', 'Musical']",18702908.00559317,405750.0,117460103.96547368,0,June 1972,tt0069039,Oh! Calcutta!,123,"Comedy,Musical",9808991.0,0.0,2124,8,1985-06-09,14.767981651376147,0.6241532110091745,193.88881378501034,499.0,0,1972-01-01
81,5324,Sarafina!,117.0,"['Whoopi Goldberg', 'Leleti Khumalo', 'Miriam Makeba']",['Darrell Roodt'],Sarafina! Il profumo della libertà,0.0,"['Drama', 'Musical']",18702908.00559317,7306242.0,7306242.0,3,25 September 1992,tt0105316,Sarafina!,117,"Drama,Musical",13504133.0,0.0,597,11,1988-01-24,24.612368421052633,0.8780736842105262,193.88881378501034,1028.8947368421052,3,1992-01-01
82,5325,Passion,161.0,"['Aamir Khan', 'Ajay Devgn', 'Juhi Chawla']",['Indra Kumar'],Passion,0.0,"['Action', 'Comedy', 'Drama', 'Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,28 November 1997,tt0047334,Passion,84,"Adventure,Western",10680035.0,0.0,280,52,1994-03-27,44.693095238095246,0.691352380952381,193.88881378501034,1043.0,0,1997-01-01
83,5469,Bells Are Ringing,126.0,"['Judy Holliday', 'Dean Martin', 'Fred Clark']",['Vincente Minnelli'],Bells Are Ringing,1.0,"['Comedy', 'Musical', 'Romance']",3200000.0,66692670.50105042,117460103.96547368,0,July 1960,tt0053645,Bells Are Ringing,126,"Comedy,Musical,Romance",3527176.0,7931269.0,68,36,2001-03-18,50.27153846153846,0.6681461538461538,86.25,1022.0,0,1960-01-01
84,5470,Anything Goes,106.0,"['Bing Crosby', ""Donald O'Connor"", 'Zizi Jeanmaire']",['Robert Lewis'],Anything Goes,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0001078/', 'name: Bing Crosby', '}', '{', '@type: Person', 'url: /name/nm0640307/', 'name: Donald O\\u0027Connor', '}', '{', '@type: Person', 'url: /name/nm0419929/', 'name: Zizi Jeanmaire', '}', '{', '@type: Person', 'url: /name/nm0310989/', 'name: Mitzi Gaynor', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,April 1956,tt0027302,Anything Goes,92,"Comedy,Musical",77582545.0,72087875.0,1305,76,1987-09-13,58.82810344827586,0.926309195402299,250.0,1040.344827586207,0,1956-01-01
85,5500,Stepping Out,106.0,"['Liza Minnelli', 'Shelley Winters', 'Robyn Stevan']",['Lewis Gilbert'],Stepping Out,1.0,"['Comedy', 'Drama', 'Musical']",18702908.00559317,246000.0,246000.0,2,11 October 1991,tt0010736,Stepping Out,50,Drama,1006542.0,0.0,73,21,1986-12-28,21.758333333333336,0.6114083333333333,193.88881378501034,801.0,2,1991-01-01
86,5504,Swan Lake,75.0,"['Keiko Takeshita', 'Tarô Shigaki', 'Asao Koike']",['Kimio Yabuki'],Swan Lake,0.0,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,1,23 July 1981,tt0910576,Swan Lake,137,"Fantasy,Music,Romance",7027858.0,10498346.0,124,11,1998-09-27,49.93277777777778,0.8020944444444443,75.0,1316.0,1,1981-01-01
87,5516,The Mikado,90.0,"['Kenny Baker', 'John Barclay', 'Martyn Green']",['Victor Schertzinger'],A mikádó,1.0,"['Musical', 'Comedy']",18702908.00559317,66692670.50105042,117460103.96547368,0,1 May 1939,tt0031650,The Mikado,90,"Comedy,Musical",490302.0,0.0,37,3,1987-04-05,20.918,0.4852,193.88881378501034,1204.0,0,1939-01-01
88,5740,Aida,95.0,"['Sophia Loren', 'Renata Tebaldi', 'Lois Maxwell']",['Clemente Fracassi'],Aida,0.0,"['contentRating: Approved', 'actor: [', '{', '@type: Person', 'url: /name/nm0000047/', 'name: Sophia Loren', '}', '{', '@type: Person', 'url: /name/nm0853636/', 'name: Renata Tebaldi', '}', '{', '@type: Person', 'url: /name/nm0561755/', 'name: Lois Maxwell', '}', '{', '@type: Person', 'url: /name/nm0830157/', 'name: Ebe Stignani', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,8 October 1954,tt0045483,Aida,95,Musical,165928398.0,212615075.0,1852,30,2000-02-27,60.8007594936709,0.8492194092827003,111.39240506329114,1695.7679324894514,0,1954-01-01
89,5768,Ain't Misbehavin',82.0,"['Rory Calhoun', 'Piper Laurie', 'Jack Carson']",['Edward Buzzell'],Bruden der stak af,0.0,"['Comedy', 'Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,26 August 1955,tt0047804,Ain't Misbehavin',82,"Comedy,Musical,Romance",5332871.0,0.0,176,8,1988-08-14,33.307826086956524,0.7820304347826087,193.88881378501034,1108.0,0,1955-01-01
90,5772,Broken Glass,103.70863291758376,"['Trouvaille', 'Leopoldo', 'Iphedeiah Wahlang']","['Neil Mikes', 'Hazel K.']",Broken Glass,0.0,"['Animation', 'Comedy', 'Drama', 'Fantasy', 'Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,14 February 2021,tt0115761,Broken Glass,96,Drama,1393461.0,3052005.0,73,15,1994-04-17,27.931818181818183,0.7043727272727274,193.88881378501034,806.0,0,2021-01-01
91,5776,Holiday,103.70863291758376,"['Onjolee Nair', 'Dino Morea', 'Kashmira Shah']",['Pooja Bhatt'],Not found,0.0,"['Drama', 'Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,10 February 2006,tt0020985,Holiday,91,"Comedy,Drama",741050.0,362000.0,50,17,1995-11-19,24.241111111111113,0.6303777777777778,50.0,724.0,0,2006-01-01
92,5908,Passing Strange,135.0,"[""De'Adre Aziza"", 'Daniel Breaker', 'Eisa Davis']",['Spike Lee'],Passing Strange,0.0,"['Documentary', 'Musical']",18702908.00559317,66692670.50105042,117460103.96547368,5,20 January 2009,tt1634044,Passing Strange,\N,Drama,5161374.0,16171189.0,165,20,2008-02-10,52.59291666666666,0.5213499999999999,190.77083333333334,999.4166666666666,5,2009-01-01
93,5911,Swing!,69.0,"['Cora Green', 'Larry Seymour', 'Hazel Diaz']",['Oscar Micheaux'],Not found,0.0,"['Musical', 'Drama']",18702908.00559317,66692670.50105042,117460103.96547368,0,29 April 1938,tt0031999,Swing!,69,"Drama,Musical",24623691.0,49302918.0,461,43,1999-11-07,46.85444444444445,0.6144825396825397,79.2063492063492,1710.0,0,1938-01-01
94,5913,Bombay Dreams,103.70863291758376,"['Raza Jaffrey', 'Preeya Kalidas', 'Ayesha Dharker']",['Steven Pimlott'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm1203005/', 'name: Raza Jaffrey', '}', '{', '@type: Person', 'url: /name/nm0435755/', 'name: Preeya Kalidas', '}', '{', '@type: Person', 'url: /name/nm0223499/', 'name: Ayesha Dharker', '}', '{', '@type: Person', 'url: /name/nm0846681/', 'name: Dalip Tahil', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,19 June 2002,tt0404827,Bombay Dreams,91,"Comedy,Drama",22437579.0,43491882.0,284,30,2004-04-04,60.84325000000001,0.6646400000000001,191.25,1761.0,0,2002-01-01
95,5919,Love Thy Neighbor,82.0,"['Jack Benny', 'Fred Allen', 'Mary Martin']",['Mark Sandrich'],Ama o Teu Vizinho,0.0,"['Animation', 'Comedy', 'Musical']",18702908.00559317,66692670.50105042,117460103.96547368,0,27 December 1940,tt0032730,Love Thy Neighbor,82,"Animation,Comedy,Musical",3856374.0,0.0,234,5,1996-03-24,35.84878048780487,0.5702634146341463,49.5,781.0,0,1940-01-01
96,5968,The Boys from Syracuse,73.0,"['Allan Jones', 'Irene Hervey', 'Martha Raye']",['A. Edward Sutherland'],Grabbarna från Syrakusa,2.0,"['Comedy', 'Musical']",18702908.00559317,66692670.50105042,117460103.96547368,0,27 February 1965,tt0032276,The Boys from Syracuse,73,"Comedy,Musical",3286075.0,6434670.0,73,29,2002-07-28,48.32769230769231,0.9177076923076922,90.0,728.0,0,1965-01-01
98,6180,Aspects of Love,103.70863291758376,"['Sarah Brightman', 'Albert Finney', 'Jean Louisa Kelly']",['Gale Edwards'],Not found,0.0,"['Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,31 July 2016,tt0179088,Aspects of Love,\N,"Musical,Romance",16026804.0,0.0,377,22,1990-03-25,43.13320000000001,0.7898140000000002,193.88881378501034,1172.0,0,2016-01-01
99,6186,Brooklyn,83.0,"['Kt Gorique', 'Rafal Uchiwa', 'Jalil Naciri']",['Pascal Tessaud'],Not found,0.0,"['Drama', 'Music', 'Musical']",18702908.00559317,66692670.50105042,117460103.96547368,0,8 February 1961,tt1458730,The Gentle Art of Making Friends,80,"Comedy,Crime",10108600.0,27950693.0,284,27,2004-09-26,51.08874999999999,0.6068325000000001,96.0,1044.0,0,1961-01-01
100,6210,A Christmas Carol,59.0,"['Colin Baker', 'Charline Cleaver', 'Heidi L. Dennis']",['Anthony D.P. Mann'],Not found,0.0,"['Drama', 'Family', 'Fantasy', 'Musical']",1000000.0,66692670.50105042,117460103.96547368,0,9 January 1963,tt0029992,A Christmas Carol,69,"Drama,Family,Fantasy",9227943.83,8228171.0,119,19,1991-12-22,73.53444444444445,0.8741722222222221,286.9,1102.111111111111,0,1963-01-01
101,8157,Anna Karenina,81.0,"['Maya Plisetskaya', 'Alexander Godunov', 'Yuri Vladimirov']",['Margarita Pilikhina'],Anna Karenina,0.0,"['Drama', 'Musical']",18702908.00559317,66692670.50105042,117460103.96547368,3,1963,tt0003625,Anna Karenina,\N,Drama,569861.0,0.0,46,18,1992-08-16,17.92875,0.8237375000000001,193.88881378501034,605.0,3,1963-01-01
102,8175,Cyrano de Bergerac,140.0,"['Plácido Domingo', 'Sondra Radvanovsky', 'Arturo Chacón-Cruz']",['Tiziano Mancini'],Alfano: Cyrano de Bergerac,0.0,"['Drama', 'Musical', 'Romance']",18702908.00559317,66692670.50105042,117460103.96547368,0,8 March 2008,tt0042367,Cyrano de Bergerac,113,"Adventure,Drama,Romance",10467439.0,15657486.0,108,53,2007-10-14,63.52124999999999,0.7552583333333333,250.0,950.9583333333334,0,2008-01-01
103,8190,Side Show,66.0,"['Winnie Lightner', 'Charles Butterworth', 'Evalyn Knapp']",['Roy Del Ruth'],Not found,0.0,"['Comedy', 'Musical']",18702908.00559317,66692670.50105042,117460103.96547368,0,5 August 2011,tt0022381,Side Show,66,"Comedy,Musical",9278312.0,20108724.0,147,52,1997-09-21,49.526538461538465,0.7182846153846154,115.76923076923077,1328.2307692307693,0,2011-01-01
108,8451,Junk,138.0,"['Tym Moss', 'Robbie Wayne']",['Michael Penny'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm3797051/', 'name: Tym Moss', '}', '{', '@type: Person', 'url: /name/nm10029654/', 'name: Robbie Wayne', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,1 July 2017,tt0138546,Junk,\N,\N,6583819.5,14523735.0,77,30,2017-10-08,76.99357142857143,0.7560571428571426,197.0,1059.0,0,2017-01-01
109,8515,The Price,89.0,"['Violeta Leskyte Cucchiara', 'Dalas Davis', 'Iris Lynne Sherman']",['Ric La Monte'],Not found,0.0,"['contentRating: PG', 'actor: [', '{', '@type: Person', 'url: /name/nm3704025/', 'name: Violeta Leskyte Cucchiara', '}', '{', '@type: Person', 'url: /name/nm2348190/', 'name: Dalas Davis', '}', '{', '@type: Person', 'url: /name/nm0528854/', 'name: Iris Lynne Sherman', '}', '{', '@type: Person', 'url: /name/nm1473106/', 'name: Carol Halliburton', '}']",620000.0,66692670.50105042,117460103.96547368,2,5 August 2005,tt0005926,The Price,\N,Drama,11275676.3,15790573.0,243,76,1992-05-24,53.17121951219512,0.7599195121951217,135.15625,843.7317073170732,2,2005-01-01
111,8562,Hamlet,103.70863291758376,"['Alwin Neuß', 'Aage Hertel', 'Ella La Cour']",['August Blom'],Not found,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0627274/', 'name: Alwin Neuß', '}', '{', '@type: Person', 'url: /name/nm0381005/', 'name: Aage Hertel', '}', '{', '@type: Person', 'url: /name/nm0478475/', 'name: Ella La Cour', '}', '{', '@type: Person', 'url: /name/nm0762935/', 'name: Emilie Sannom', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,15 April 1911,tt0000886,"Hamlet, Prince of Denmark",\N,Drama,15770566.0,17455779.0,208,70,1992-03-15,60.62783783783784,0.896708108108108,150.89285714285714,930.7567567567568,0,1911-01-01
112,11838,Julius Caesar,101.0,"['Alan Aldridge', 'Erik Chitty', 'D.A. Clarke-Smith']",['Dallas Bower'],The Tragedy of Julius Caesar,0.0,"['Drama', 'History']",18702908.00559317,66692670.50105042,117460103.96547368,0,24 July 1938,tt0030298,Julius Caesar,101,"Drama,History",8543103.0,8956122.0,81,31,2005-03-13,82.97642857142857,0.9211071428571428,101.25,997.0,0,1938-01-01
114,15479,The Merchant of Venice,103.70863291758376,"['Phillips Smalley', 'Lois Weber', 'Douglas Gerrard']","['Phillips Smalley', 'Lois Weber']",Der Kaufmann von Venedig,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0806565/', 'name: Phillips Smalley', '}', '{', '@type: Person', 'url: /name/nm0916665/', 'name: Lois Weber', '}', '{', '@type: Person', 'url: /name/nm0314700/', 'name: Douglas Gerrard', '}', '{', '@type: Person', 'url: /name/nm0432216/', 'name: Rupert Julian', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,February 1914,tt0004325,The Merchant of Venice,\N,Drama,20780046.0,15084135.0,163,39,1989-12-03,87.17733333333334,0.986293333333333,300.0,1242.0,0,1914-01-01
115,15675,Romeo and Juliet,70.0,"['Theda Bara', 'Harry Hilliard', 'Glen White']",['J. Gordon Edwards'],Romeo i Julia,0.0,"['actor: [', '{', '@type: Person', 'url: /name/nm0000847/', 'name: Theda Bara', '}', '{', '@type: Person', 'url: /name/nm0384949/', 'name: Harry Hilliard', '}', '{', '@type: Person', 'url: /name/nm0924834/', 'name: Glen White', '}', '{', '@type: Person', 'url: /name/nm0492403/', 'name: Walter Law', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,22 October 1916,tt0007271,Romeo and Juliet,70,Drama,6208798.0,18577040.0,93,27,2013-08-25,74.6725,0.5566,223.0,1318.4375,0,1916-01-01
116,16055,King Lear,63.0,"['Frederick Warde', 'Lorraine Huling', 'Wayne Arey']",['Ernest C. Warde'],Not found,0.0,"['contentRating: Not Rated', 'actor: [', '{', '@type: Person', 'url: /name/nm0911963/', 'name: Frederick Warde', '}', '{', '@type: Person', 'url: /name/nm0401382/', 'name: Lorraine Huling', '}', '{', '@type: Person', 'url: /name/nm0034424/', 'name: Wayne Arey', '}', '{', '@type: Person', 'url: /name/nm0319599/', 'name: J.H. Gilmour', '}']",18702908.00559317,66692670.50105042,117460103.96547368,0,17 December 1916,tt0006895,King Lear,63,Drama,9978653.030000001,16867920.0,109,50,2004-02-15,72.122,0.8430239999999999,199.8,1048.44,0,1916-01-01
