,Unnamed: 0,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
7797,7797,Huan wo shan he huan wo qi,108,"['Nu Fenghuang', 'Dai Hau-Ho']",['Hok-Sing Wong'],Not found,Give Me Back My Country and My Wife,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0271829/', 'name: Nu Fenghuang', '}', '{', '@type: Person', 'url: /name/nm7896824/', 'name: Dai Hau-Ho', '}']",Not found,Not found,Not found,,19 September 1935 (Denmark)
7798,7798,Let's Do a Show! - IMDb</title>,97,Not found,['David Saltzman'],Not found,Let's Do a Show!,0,"['Documentary', 'Musical']",Not found,Not found,Not found,,18 December 1963 (Hong Kong)
7799,7799,Ganjineye Soleiman,97,"['Gholamhossein Bahmanyar', 'Jahangir Forouhar', 'Farangis Foruhar']",['Azizollah Rafie'],Not found,Solomon's Treasure,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,Not found,,Not found
7800,7800,The Co-Optimists,83,"['Davy Burnaby', 'Laddie Cliff', 'Melville Gideon']","['Edwin Greenwood', 'Laddie Cliff']","Twickenham Film Studios, St Margarets, Twickenham, Middlesex, England, UK",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0122261/', 'name: Davy Burnaby', '}', '{', '@type: Person', 'url: /name/nm0166582/', 'name: Laddie Cliff', '}', '{', '@type: Person', 'url: /name/nm0317277/', 'name: Melville Gideon', '}', '{', '@type: Person', 'url: /name/nm0157562/', 'name: Gilbert Childs', '}']",Not found,Not found,Not found,,1966 (Iran)
7801,7801,Devadasi,Not found,"['Jayanthi', 'Udaya Kumar', 'Leelavathi']",['C.V. Raju'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0419682/', 'name: Jayanthi', '}', '{', '@type: Person', 'url: /name/nm1172536/', 'name: Udaya Kumar', '}', '{', '@type: Person', 'url: /name/nm0498645/', 'name: Leelavathi', '}', '{', '@type: Person', 'url: /name/nm0621245/', 'name: T.R. Narasimharaju', '}']",Not found,Not found,Not found,,21 February 1930 (Ireland)
7802,7802,Satellite of Love,83,"['Amelia Leigh Harris', 'David Largman Murray', 'Brian George']","['Galen Jackson', 'Brian George']",Not found,Not found,0,"['Fantasy', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",Not found,Not found,Not found,,Not found
7803,7803,My Symposium Trilogy,155,['Wendell Charles NeSmith'],['Wendell Charles NeSmith'],Not found,Not found,0,"['Documentary', 'Adventure', 'Musical', 'Reality-TV', 'Romance']","AUD300
            ",Not found,Not found,,21 October 2016 (USA)
7804,7804,Rei do Movimento,80,"['Ankito', 'Janete Jane', 'Carlos Tovar']","['Victor Lima', 'Hélio Barroso']",Not found,Not found,0,"['Musical', 'Comedy']",Not found,Not found,Not found,,27 July 2015 (Australia)
7805,7805,O Negócio Foi Assim,100,"['Zé Trindade', 'Iris Delmar', 'Renato Restier']",['Luiz de Barros'],Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,Not found
7806,7806,Re nu lang,Not found,"['Hsueh-Fang Chuang', 'Su Chuang', 'Tung Hu']",['Tian-Lin Wang'],Not found,Hot Lady,0,"['Drama', 'Musical']",Not found,Not found,Not found,,Not found
7807,7807,Happy Days Revue,87,"['Renee Houston', 'Billie Houston', 'Shirley Houston']",['Norman Lee'],Not found,Happy Days Revue,0,"['Drama', 'Musical']",Not found,Not found,Not found,,19 May 1958 (Hong Kong)
7808,7808,Mezi námi kluky,91,"['Mojmír Maderic', 'Kamil Spácil', 'Jan Stastný']",['Radim Cvrcek'],Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,10 August 1936 (UK)
7809,7809,Untitled 'Graffiti' Project - IMDb</title>,Not found,Not found,['Joel Warren'],Not found,Not found,0,"['Drama', 'Musical', 'Thriller']","$2,000
            ",Not found,Not found,,Not found
7810,7810,Monrak luktung,Not found,"['Nuntawat Arsirapojcharnakul', 'Jeab Chern-Yim', 'Pairoj Jaisingha']",['Chakkrid Panitchkul'],Not found,Sound from the Field of Love,0,"['Comedy', 'Drama', 'Musical', 'Romance']",Not found,Not found,Not found,,Not found
7811,7811,El blues,65,Not found,Not found,"Mexico City, Distrito Federal, Mexico",Not found,0,"['Documentary', 'Musical']",Not found,Not found,Not found,,9 February 2005 (Thailand)
7812,7812,Kuwentong bahay-bahayan,Not found,"['Ronaldo Acuzar', 'Carmen Bañez', 'Ruth Blanco']",['Manuel Silos'],"Metro Manila, Philippines",Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,22 December 1981 (Mexico)
7813,7813,Write a Book About It,116,"['Freddy Cristy', 'Elisha Drons', 'Actually Huizenga']",['Actually Huizenga'],Not found,Not found,0,"['Horror', 'Musical']","$1,000
            ",Not found,Not found,,1953 (Philippines)
7814,7814,Xiaozhen's Story,112,"['Shu Chang', 'Xi Chen', 'Pei He']",Not found,Republic of South Korea,Musical Drama: Xiaozhen's Story,0,"['actor: [', '{', '@type: Person', 'url: /name/nm9247648/', 'name: Shu Chang', '}', '{', '@type: Person', 'url: /name/nm9247650/', 'name: Xi Chen', '}', '{', '@type: Person', 'url: /name/nm9262576/', 'name: Pei He', '}', '{', '@type: Person', 'url: /name/nm9561552/', 'name: Jinxin', '}']",Not found,Not found,Not found,,13 April 2010 (USA)
7815,7815,Radio Bar,83,"['Gloria Guzmán', 'Olinda Bozán', 'Carmen Lamas']",['Manuel Romero'],"Buenos Aires, Federal District, Argentina",Rádio Bar,0,"['Drama', 'Musical']",Not found,Not found,Not found,,4 January 2016 (South Korea)
7816,7816,Nhung Nu Hon Ruc Ro,Not found,"['Minh Hang', 'Thanh Hang', 'Leon Le']",['Quang Dung Nguyen'],Not found,Burning Kisses,0,"['actor: [', '{', '@type: Person', 'url: /name/nm4730826/', 'name: Minh Hang', '}', '{', '@type: Person', 'url: /name/nm4730845/', 'name: Thanh Hang', '}', '{', '@type: Person', 'url: /name/nm1152754/', 'name: Leon Le', '}', '{', '@type: Person', 'url: /name/nm4593806/', 'name: Phuong-Thanh', '}']","VND6,000,000,000
            ",Not found,Not found,,24 January 1937 (USA)
7817,7817,Becsület és dicsöség,110,"['János Görbe', 'Mária Sulyok', 'István Szatmári']",['Viktor Gertler'],Not found,Becsület és dicsőség,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,29 January 2010 (Vietnam)
7818,7818,La IV carabela,Not found,"['Antonio Ozores', 'Maria Piazzai', 'Jorge Vico']",['Miguel Martín'],Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,13 April 1951 (Hungary)
7819,7819,Mahananda,Not found,"['Srirama Murthy Addanki', 'C. Krishnaveni', 'Kannamba']",['China Kameswara Rao Dronamraju'],Not found,Not found,0,"['Drama', 'Romance', 'Musical']",Not found,Not found,Not found,,Not found
7820,7820,Com Água na Boca,86,"['Carequinha', 'Older Cazarré', 'Adalgisa Colombo']",['J.B. Tanko'],Not found,Not found,0,"['Musical', 'Comedy']",Not found,Not found,Not found,,Not found
7821,7821,Down Our Alley,56,"['Hughie Green', 'Wally Patch', 'Vivienne Chatterton']",['George A. Cooper'],Not found,The Gang Show,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0337916/', 'name: Hughie Green', '}', '{', '@type: Person', 'url: /name/nm0665291/', 'name: Wally Patch', '}', '{', '@type: Person', 'url: /name/nm0154185/', 'name: Vivienne Chatterton', '}', '{', '@type: Person', 'url: /name/nm0755771/', 'name: Sylvia Saetre', '}']",Not found,Not found,Not found,,Not found
7822,7822,Ehtaressi Men El-Regal Ya Mama,Not found,"['Amin El-Heinedy', 'Mohamed Awad', 'Magda El-Khatib']",['Mahmood Farid'],Not found,Not found,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,,July 1939 (UK)
7823,7823,Malzenstwo z rozsadku,90,"['Elzbieta Czyzewska', 'Daniel Olbrychski', 'Bohdan Lazuka']",['Stanislaw Bareja'],"Barbican, Old Town, Sródmiescie, Warsaw, Mazowieckie, Poland",The Marriage of Convenience,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,,21 July 1975 (Egypt)
7824,7824,Cosquillitas - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,1 January 1967 (Poland)
7825,7825,I Saw the Children Gather: 50 Years of Summer at Harand Camp - IMDb</title>,90,Not found,['Cheryl Mitchell'],Not found,Not found,0,"['Documentary', 'Biography', 'Drama', 'Musical']",Not found,Not found,Not found,,Not found
7826,7826,It's A Small World After All - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Comedy', 'Drama', 'Musical', 'Romance']",Not found,Not found,Not found,,Not found
7827,7827,Hu xian qi yuan,Not found,"['Wood-Yau Cheung', 'Kar-Yee Lam', 'Yee Mui']",['Pei Chan'],Not found,The Strange Fox,0,"['Fantasy', 'Musical']",Not found,Not found,Not found,,Not found
7828,7828,Die Faschingsfee,90,"['Anny Ahlers', 'Walter Janssen', 'Ernö Verebes']",['Hans Steinhoff'],Not found,A Fada do Carnaval,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0013988/', 'name: Anny Ahlers', '}', '{', '@type: Person', 'url: /name/nm0418079/', 'name: Walter Janssen', '}', '{', '@type: Person', 'url: /name/nm0893952/', 'name: Ernö Verebes', '}', '{', '@type: Person', 'url: /name/nm0819017/', 'name: Camilla Spira', '}']",Not found,Not found,Not found,,18 April 1957 (Hong Kong)
7829,7829,Panata,54,Not found,['Scott Wurth'],Not found,Not found,0,"['Documentary', 'Action', 'Adventure', 'Drama', 'Horror', 'Musical']",Not found,Not found,Not found,,27 May 1932 (Hungary)
7830,7830,American Beatboxer,88,"['Louis Philippe Arty', 'Tiffany Ashfield', 'Steven Cantor']",['Manauvaskar Kublall'],Not found,Not found,0,"['Documentary', 'History', 'Musical']",Not found,Not found,Not found,Not Rated,2011 (Australia)
7831,7831,Dorifutazu desu yo! Zenin totsugeki,86,"['Za Dorifutâzu', 'Chôsuke Ikariya', 'Bû Takagi']",['Yoshinori Wada'],Not found,ドリフターズですよ! 全員突撃,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,5 May 2013 (USA)
7832,7832,The Gang,Not found,"['Vani Viswanathan', 'Sphadikam George', 'Jagadish']",Not found,Not found,Not found,0,"['Musical', 'Action', 'Thriller']",Not found,Not found,Not found,,Not found
7833,7833,Naach Bhikhari Naach,72,Not found,"['Jainendra Dost', 'Shilpi Gulati']",Not found,Not found,0,"['Documentary', 'Musical']",Not found,Not found,Not found,,Not found
7834,7834,Doña Clara,Not found,"['Lilia Vizconde', 'Jose R. Iñigo', 'Rita Rica']",['Eduardo de Castro'],Philippines,Not found,0,"['Musical', 'Romance']",Not found,Not found,Not found,,8 March 2019 (India)
7835,7835,K3 show - K3 in de ruimte,Not found,"['Marthe De Pillecyn', 'Klaasje Meijer', 'Hanne Verbruggen']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm7893086/', 'name: Marthe De Pillecyn', '}', '{', '@type: Person', 'url: /name/nm7893085/', 'name: Klaasje Meijer', '}', '{', '@type: Person', 'url: /name/nm7893087/', 'name: Hanne Verbruggen', '}']",Not found,Not found,Not found,,26 October 1938 (Philippines)
7836,7836,Bílá vrána,113,"['Jindrich Plachta', 'Adina Mandlová', 'Frantisek Kristof-Veselý']",['Vladimír Slavínský'],Not found,White Crow,0,"['Musical', 'Comedy']",Not found,Not found,Not found,,2017 (Belgium)
7837,7837,Agapes kai kaimoi,90,"['Dimitra Dimitriadou', 'Papes Filipides', 'Pitsa Antoniades']",['Georgios Filis'],Not found,Amours et tristesse,0,"['Musical', 'Romance']",Not found,Not found,Not found,,9 September 1938 (Czechoslovakia)
7838,7838,The Girl of Ararat Valley,80,"['Avet Avetisyan', 'Gurgen Gen', 'Stepan Kevorkov']",['Amo Bek-Nazaryan'],Not found,The Girl of Ararat Valley,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,1967 (Cyprus)
7839,7839,O Babão,120,"['Genésio Arruda', 'Tom Bill', 'Rina Weiss']",['Luiz de Barros'],Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,1949 (Armenia)
7840,7840,Yak koval shchastia shukav,77,"['Andrey Plakhotnyuk', 'Natalya Tanasenko-Koltovskaya', 'Konstantin Stepankov']",['Radomir Vasilevsky'],Not found,Jak kowal szukał szczęścia,0,"['Fantasy', 'Musical', 'Romance']",Not found,Not found,Not found,,12 January 1930 (Brazil)
7841,7841,Srikrishna Thulabhaaram,Not found,"['Ramanatha Sastri Kapilavayi', 'Kanchanamala', 'Lakshmirajyam']",['Chittajalu Pullayya'],Not found,Not found,0,"['Musical', 'Drama']",Not found,Not found,Not found,,1999 (Ukraine)
7842,7842,S4K's Romeo &amp; Juliet - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm0941189/', 'name: Stephen Woolfenden', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm2099188/', 'name: Julian Chenery', '}', '{', '@type: Person', 'url: /name/nm2104689/', 'name: Matt Gimblett', '}', '{', '@type: Organization', 'url: /company/co0471315/', '}']",Not found,Not found,Not found,,Not found
7843,7843,Arashi,95,Not found,['John Williams'],Not found,SADO TEMPEST,0,"['Fantasy', 'Musical', 'Sci-Fi']",Not found,Not found,Not found,,Not found
7844,7844,Idols of the Radio,100,"['Ada Falcon', 'Olinda Bozán', 'Ignacio Corsini']",['Eduardo Morera'],Not found,Idols of the Radio,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1004300/', 'name: Ada Falcon', '}', '{', '@type: Person', 'url: /name/nm0102569/', 'name: Olinda Bozán', '}', '{', '@type: Person', 'url: /name/nm0179884/', 'name: Ignacio Corsini', '}', '{', '@type: Person', 'url: /name/nm0527193/', 'name: Tito Lusiardo', '}']",Not found,Not found,Not found,,1 June 2012 (USA)
7845,7845,Ennai Paar Enn Azhagai Paar,Not found,['Pandharibai'],['N.S. Manian'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm0659250/', 'name: Pandharibai', '}', 'director: {', '@type: Person', 'url: /name/nm6149395/', 'name: N.S. Manian', '}']",Not found,Not found,Not found,,1 July 1935 (USA)
7846,7846,Aaya Hai Dulha Dulhan Le Jayega,Not found,"['Rucha Gujrati', 'Amit Agarwal']",['Dharmesh Tiwari'],Not found,Not found,0,"['Family', 'Music', 'Musical', 'Romance']","INR1,200,000
            ",Not found,Not found,,Not found
7847,7847,Die Wahrheit über die Stasi,50,"['Wolfgang Dahl', 'Thomas Dorl', 'Dirk Feinermann']",['Alexander Zahn'],"East Berlin, Berlin, Germany",Not found,0,"['Comedy', 'Drama', 'History', 'Musical', 'Sci-Fi']","DEM5,000
            ",Not found,Not found,,10 March 2018 (India)
7848,7848,Napule e Surriento,80,"['Lucia Zanussi', 'Alberto Danza', 'La Piccola Ascoli']",['Ubaldo Maria Del Colle'],Not found,Not found,0,"['Drama', 'Musical', 'Romance']",Not found,Not found,Not found,,21 May 1992 (Germany)
7849,7849,The Reycard Duet Story,Not found,"['The Reycards Duet', 'Aida Roxas', 'Anthony Gonzales']",['Armando De Guzman'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3315524/', 'name: The Reycards Duet', '}', '{', '@type: Person', 'url: /name/nm2847351/', 'name: Aida Roxas', '}', '{', '@type: Person', 'url: /name/nm7767353/', 'name: Anthony Gonzales', '}', '{', '@type: Person', 'url: /name/nm1048037/', 'name: Martin Marfil', '}']",Not found,Not found,Not found,,25 September 1931 (USA)
7850,7850,Go neung sap baat yat do fa,98,"['Connie Chan', 'Chi Lu', 'Nancy Sit']",['Yao Huang'],Not found,Girls Are Flowers,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1071598/', 'name: Connie Chan', '}', '{', '@type: Person', 'url: /name/nm0523704/', 'name: Chi Lu', '}', '{', '@type: Person', 'url: /name/nm0803174/', 'name: Nancy Sit', '}', '{', '@type: Person', 'url: /name/nm1554908/', 'name: Kwan-Min Cheng', '}']",Not found,Not found,Not found,,17 September 1964 (Philippines)
7851,7851,Deaf The Musical - IMDb</title>,Not found,Not found,['Dean Kamitsis'],Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm9669975/', 'name: Dean Kamitsis', '}', 'creator: {', '@type: Organization', 'url: /company/co0688764/', '}', 'keywords: disabilitydeafnesssign language']",Not found,Not found,Not found,,2 November 1966 (Hong Kong)
7852,7852,Sombras de Buenos Aires,60,"['Julio Andrada', 'Enrique del Cerro', 'Roberto Díaz']",['Julio Irigoyen'],"Buenos Aires, Federal District, Argentina",Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,Not found
7853,7853,Hoheit tanzt Walzer,Not found,"['Irén Ágay', 'André Mattoni', 'Hans Homma']",['Max Neufeld'],"AB Barrandov Studios, Prague, Czech Republic",A hercegnő csókja,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,11 October 1939 (Argentina)
7854,7854,Italyanskiy kontrakt,89,"['Rinat Ibragimov', 'Sergey Gazarov', 'Olga Kabo']",['Vladislav Chebotaryov'],Not found,Italian Contract,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0406537/', 'name: Rinat Ibragimov', '}', '{', '@type: Person', 'url: /name/nm0311059/', 'name: Sergey Gazarov', '}', '{', '@type: Person', 'url: /name/nm0434085/', 'name: Olga Kabo', '}', '{', '@type: Person', 'url: /name/nm0111424/', 'name: Leonid Bronevoy', '}']",Not found,Not found,Not found,,25 December 1935 (Austria)
7855,7855,"In 1998, Mehndi was signed by Coca-Cola for product endorsement and was featured in 30 concerts across India",Not found,['Daler Mehndi'],['Deepak Gattani'],Not found,Not found,0,"['actor: {', '@type: Person', 'url: /name/nm1233452/', 'name: Daler Mehndi', '}', 'director: {', '@type: Person', 'url: /name/nm3982372/', 'name: Deepak Gattani', '}', 'description: In 1998 Mehndi was signed by Coca-Cola for product endorsement and was featured in 30 concerts across India is a movie starring Daler Mehndi. Daler Mehndi is credited with making Bhangra popular worldwide and helping to popularize...', 'datePublished: 1998-08-29', 'creator: {', '@type: Organization', 'url: /company/co0584490/', '}']",Not found,Not found,Not found,,Not found
7856,7856,Me importa poco,99,"['Miguel Aceves Mejía', 'América Alonso', 'Rosa de Castilla']",['Miguel Morayta'],Mexico,Not found,0,"['Musical', 'Comedy', 'Western']",Not found,Not found,Not found,,29 August 1998 (India)
7857,7857,Untitled Shakespeare/Musical Project - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm4496523/', 'name: Alex Timbers', '}', 'creator: [', '{', '@type: Person', 'url: /name/nm0000636/', 'name: William Shakespeare', '}', '{', '@type: Person', 'url: /name/nm0848090/', 'name: Amy Talkington', '}', '{', '@type: Organization', 'url: /company/co0163665/', '}', '{', '@type: Organization', 'url: /company/co0008970/', '}']",Not found,Not found,Not found,,31 March 1960 (Mexico)
7858,7858,Zhuang yuan ji di,111,"['Ching Chiang', 'Fang-Yu Niu', 'Mu Chu']",['Han Hsiang Li'],Not found,Trouble on the Wedding Night,0,"['Drama', 'Musical']",Not found,Not found,Not found,,Not found
7859,7859,Way Out in the Country,Not found,"['Vilma Valera', 'Nora Aunor', 'Bert LeRoy Jr.']",['Mar S. Torres'],Not found,Not found,0,"['Music', 'Musical']",Not found,Not found,Not found,,18 September 1964 (Taiwan)
7860,7860,Kanpai! Gokigen yarou,90,"['Kaoru Aikawa', 'Ryû Akizuki', ""Ken'ichi Enomoto""]",['Masaharu Segawa'],Not found,The Happy-Go-Lucky Guy,0,"['actor: [', '{', '@type: Person', 'url: /name/nm1855664/', 'name: Kaoru Aikawa', '}', '{', '@type: Person', 'url: /name/nm9983454/', 'name: Ryû Akizuki', '}', '{', '@type: Person', 'url: /name/nm0257951/', 'name: Ken\\u0027ichi Enomoto', '}', '{', '@type: Person', 'url: /name/nm1662028/', 'name: Ryuichi Fujiyama', '}']",Not found,Not found,Not found,,30 September 1967 (Philippines)
7861,7861,Signorinella,85,"['Gino Bechi', 'Antonella Lualdi', 'Aroldo Tieri']",['Mario Mattoli'],Not found,Canção Inolvidável,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,6 December 1961 (Japan)
7862,7862,Full Time Job,97,Not found,"['Vincent Delbos', 'Arnaud Gravade']",Not found,Not found,0,"['Documentary', 'Musical']",Not found,Not found,Not found,,Not found
7863,7863,The Audition - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['creator: [', '{', '@type: Person', 'url: /name/nm2687438/', 'name: Andy Cochran', '}', '{', '@type: Organization', 'url: /company/co0043365/', '}', '{', '@type: Organization', 'url: /company/co0080859/', '}']",Not found,Not found,Not found,,Not found
7864,7864,A Girl Named Arthur - IMDb</title>,Not found,Not found,Not found,Not found,Not found,0,"['Musical', 'Romance']",Not found,Not found,Not found,,Not found
7865,7865,"Cosi fan tutte: O, la escuela de los amantes",Not found,"['Regina Orozco', 'Yvonne Garcia', 'Armando Mora']",['Jesusa Rodríguez'],"Acapulco, Guerrero, Mexico",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0650495/', 'name: Regina Orozco', '}', '{', '@type: Person', 'url: /name/nm4768467/', 'name: Yvonne Garcia', '}', '{', '@type: Person', 'url: /name/nm4767575/', 'name: Armando Mora', '}', '{', '@type: Person', 'url: /name/nm4767491/', 'name: Ricardo Bernal', '}']",Not found,Not found,Not found,,Not found
7866,7866,Mujeres que bailan,110,"['Niní Marshall', 'Fanny Navarro', 'Fidel Pintos']",['Manuel Romero'],"Buenos Aires, Federal District, Argentina",Women Who Dance,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,Not found
7867,7867,Jiu se cai qi,Not found,"['Grace Chang', 'Kuang-Chao Chiang', 'Enjia Liu']",['Weibang Ma-Xu'],Not found,"Booze, Boobs and Bucks",0,"['Comedy', 'Musical']",Not found,Not found,Not found,,12 May 1949 (Argentina)
7868,7868,"Uvieta, El Musical",Not found,Not found,Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0349468/', 'name: Andrés Gutiérrez', '}', '{', '@type: Person', 'url: /name/nm7718918/', 'name: Mauricio Astorga', '}', '{', '@type: Person', 'url: /name/nm10880428/', 'name: Raúl Arias', '}', '{', '@type: Person', 'url: /name/nm3435501/', 'name: Flor Urbina', '}']",Not found,Not found,Not found,,14 March 1957 (Hong Kong)
7869,7869,Les oiseaux sur la branche,69,"['Michèle Alba', 'Jean-Claude Aubé', 'Jean Pierre Brossmann']",['Maurice Blettery'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm3167263/', 'name: Michèle Alba', '}', '{', '@type: Person', 'url: /name/nm1382279/', 'name: Jean-Claude Aubé', '}', '{', '@type: Person', 'url: /name/nm4050240/', 'name: Jean Pierre Brossmann', '}', '{', '@type: Person', 'url: /name/nm4049661/', 'name: Francis Champeaux', '}']",Not found,Not found,Not found,,Not found
7870,7870,Battle of the Bagpipes,45,"['Jack Lee', 'Terry Lee', 'J. Reid Maxwell']","['Thomas Buchan', 'Hans Goksøyr']",Not found,Not found,0,"['Documentary', 'Comedy', 'Drama', 'Musical']",Not found,Not found,Not found,,6 August 1972 (France)
7871,7871,Psycho Bettys from Planet Pussycat,95,"['Morse Bicknell', 'Serouj Bingham', 'Alisia Downing']",['Aaron Hendren'],Not found,Not found,0,"['Comedy', 'Musical', 'Sci-Fi']",Not found,Not found,Not found,,August 2010 (Canada)
7872,7872,Something Missie in the Life of Jordan Bank,97,"['Sean Goff', 'Kehaulani Haydon', 'Brian Torrance']",['Matthew Zatkoff'],"Noblesville, Indiana, USA",Not found,0,"['Drama', 'Fantasy', 'Musical']",Not found,Not found,Not found,,Not found
7873,7873,Duan qiao chan zi,Not found,"['Connie Chan', 'Sing-Po Leung', 'Bing-Wing Mak']",['Fung Wong'],Not found,Giving Birth on the Bridge,0,"['Drama', 'Musical']",Not found,Not found,Not found,,2010 (USA)
7874,7874,Once Lost,Not found,Not found,"['Cameron Fox', 'Michael Smith']",Not found,Not found,0,"['director: [', '{', '@type: Person', 'url: /name/nm11717634/', 'name: Cameron Fox', '}', '{', '@type: Person', 'url: /name/nm11590725/', 'name: Michael Smith', '}']","GBP0
            ",Not found,Not found,,17 January 1962 (Hong Kong)
7875,7875,Manasa Veena,Not found,"['Revathi', 'Rajkumar', 'Sumithra']","['Narasimha Rao Relangi', 'Narasimha Rao Relangi']",Not found,Theennal Thedunna Poovu,0,"['Drama', 'Musical', 'Romance']",Not found,Not found,Not found,,2021 (UK)
7876,7876,King of Prism: Shiny Seven Stars 3,71,Not found,['Masakazu Hishida'],Not found,Not found,0,"['Animation', 'Musical', 'Sport']",Not found,Not found,"$371,172",,15 June 1984 (India)
7877,7877,Oke Raktham,Not found,"['Pandharibai', 'Jaya Prada']",Not found,Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0659250/', 'name: Pandharibai', '}', '{', '@type: Person', 'url: /name/nm0419685/', 'name: Jaya Prada', '}']",Not found,Not found,Not found,,13 April 2019 (Japan)
7878,7878,A Waltz for Tehran,53,Not found,['Zeinab Tabrizi'],Not found,Not found,0,"['Documentary', 'Musical']",Not found,Not found,Not found,,Not found
7879,7879,Adiós Argentina,Not found,"['Ada Cornaro', ""M. D'Acuña"", 'Pierina Dealessi']",['Mario Parpagnoli'],"Buenos Aires, Federal District, Argentina",Not found,0,"['Musical', 'Drama']",Not found,Not found,Not found,,Not found
7880,7880,Tudo Azul,80,"['Marlene', 'Luiz Delfino', 'Laura Suarez']",['Moacyr Fenelon'],Not found,Not found,0,"['Musical', 'Comedy']",Not found,Not found,Not found,,12 March 1930 (Argentina)
7881,7881,Santiago querido!,85,"['Leo Dan', 'Marta González', 'Rodolfo Di Nucci']","['Catrano Catrani', 'Virgilio Muguerza']","Buenos Aires, Federal District, Argentina",Tú eres todo para mí,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,,1952 (Brazil)
7882,7882,Daigaku no oneechan,92,"['Reiko Dan', 'Sonomi Nakajima', 'Noriko Shigeyama']",['Toshio Sugie'],Not found,Oneechan 1,0,"['Musical', 'Comedy']",Not found,Not found,Not found,,15 April 1965 (Argentina)
7883,7883,El mushajibun,Not found,"['Rushdi Abazah', 'Nelly', 'Mahmoud Al Meleji']",['Ahmad Farid'],Not found,The Teddy Boys,0,"['Musical', 'Action', 'Comedy']",Not found,Not found,Not found,,3 March 1959 (Japan)
7884,7884,King for Two Days,55,['Dave King'],['Noah Hutton'],Not found,Not found,0,"['Documentary', 'Biography', 'Musical']",Not found,Not found,Not found,,Not found
7885,7885,Hors-jeux,87,Not found,['André Almuro'],Not found,Not found,0,"['director: {', '@type: Person', 'url: /name/nm1184294/', 'name: André Almuro', '}', 'keywords: spacepaganismonyricgay interestexperimental', 'duration: PT1H27M']",Not found,Not found,Not found,,4 September 2012 (USA)
7886,7886,Pão Nosso,94,"[""Leonor d'Eça"", 'António de Sousa', 'Paiva Raposo']",['Armando de Miranda'],"Mora, Alentejo, Portugal",Not found,0,"['Drama', 'Musical']",Not found,Not found,Not found,,Not found
7887,7887,Fazendo Fitas,Not found,"['Alvarenga', 'Cândido Botelho', 'Alzirinha Camargo']",['Vittorio Capellaro'],Not found,Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0023206/', 'name: Alvarenga', '}', '{', '@type: Person', 'url: /name/nm0968727/', 'name: Cândido Botelho', '}', '{', '@type: Person', 'url: /name/nm0131226/', 'name: Alzirinha Camargo', '}', '{', '@type: Person', 'url: /name/nm1209437/', 'name: Carraro', '}']",Not found,Not found,Not found,,12 June 1940 (Portugal)
